homeaway,line,hit,pitchrightleft,cat,last10,last5,log,oppteam,overunder,batterID,whip,OPSlast5,temperature,wind,pitcherID,pitcherfip,pitcherFBPercent,avgvsFB,avgvsOFF,avgvsMPHFB,avg_spin_ff,avg_spin_off
0,1.5,1,1,tb,4,2,0.37373737373737376,San Diego Padres,8.5,31065,1.52,0.776,72.9,9.2,31098,5.01781684981685,0.635,0.291,0.228,0.266,0.413,0.2
1,0.5,1,0,tb,6,3,0.5725806451612904,Milwaukee Brewers,8.0,42410,1.38,0.771,79.1,6.9,33249,4.533528726061616,0.71,0.276,0.215,0.195,0.296,0.346
0,1.5,1,0,tb,2,1,0.2222222222222222,Chicago White Sox,9.0,4721040,1.4,0.615,87,9.2,4620398,4.675760532150776,0.608,0.207,0.32,0.214,0.5,0.333
0,1.5,0,0,tb,6,3,0.39823008849557523,Oakland Athletics,8.0,4917869,1.12,0.759,79.1,6.9,4917636,4.484831683168317,0.56,0.277,0.278,0.284,0.284,0.279
1,0.5,0,1,tb,3,1,0.4117647058823529,Houston Astros,8.5,5080633,1.28,0.573,83.9,8.1,41415,3.649843575418995,0.471,0.257,0.168,0.222,0.2,0.111
0,0.5,0,0,tb,4,2,0.42696629213483145,Oakland Athletics,8.0,35013,1.12,0.702,79.1,6.9,4917636,4.484831683168317,0.56,0.248,0.176,0.192,0.224,0.286
1,1.5,1,0,tb,6,2,0.4174757281553398,Chicago Cubs,9.0,39882,1.34,0.773,85.9,10.3,5002950,4.493,0.751,0.297,0.192,0.247,0.339,0.2
0,0.5,1,0,tb,6,2,0.49473684210526314,New York Yankees,9.0,33417,1.39,0.706,83.9,5.8,32815,4.946955336866011,0.568,0.282,0.22,0.259,0.328,0.278
0,1.5,0,0,tb,5,3,0.34285714285714286,Boston Red Sox,9.0,41197,1.18,0.831,81.1,2.2,41009,3.338670037926675,0.353,0.298,0.271,0.273,0.325,0.269
0,1.5,0,0,tb,3,1,0.3157894736842105,Baltimore Orioles,8.5,40719,1.27,0.684,83.9,8.1,38295,4.519616062683644,0.734,0.266,0.177,0.214,0.259,0.467
1,1.5,0,0,tb,5,4,0.532258064516129,Arizona Diamondbacks,9.0,41610,1.19,0.861,81.1,2.2,32968,4.561034825870647,0.624,0.305,0.264,0.272,0.262,0.312
1,0.5,0,1,tb,8,4,0.6929824561403509,Colorado Rockies,9.0,41433,1.29,0.771,83.9,5.8,34897,4.979594202898551,0.419,0.267,0.231,0.264,0.351,0.167
0,1.5,0,0,tb,6,3,0.4146341463414634,Baltimore Orioles,8.5,41273,1.27,0.725,83.9,8.1,38295,4.519616062683644,0.734,0.317,0.236,0.262,0.299,0.158
1,1.5,1,0,tb,4,1,0.29310344827586204,Chicago Cubs,9.0,39957,1.34,0.702,85.9,10.3,5002950,4.493,0.751,0.248,0.225,0.228,0.308,0.172
1,1.5,1,1,tb,5,3,0.34146341463414637,Texas Rangers,8.5,42548,0.94,0.9,87,5.8,4142539,3.5149387755102044,0.56,0.323,0.244,0.263,0.667,0.0
0,1.5,0,0,tb,4,3,0.31896551724137934,Toronto Blue Jays,8.0,40854,1.22,0.684,71,5.8,32667,3.9158491065519527,0.57,0.201,0.204,0.214,0.196,0.231
0,1.5,0,0,tb,3,2,0.3904761904761905,Boston Red Sox,9.0,31392,1.18,0.954,81.1,2.2,41009,3.338670037926675,0.353,0.272,0.237,0.244,0.288,0.205
1,1.5,0,0,tb,5,1,0.3770491803278688,Cincinnati Reds,8.5,41168,1.11,0.859,83.9,4.7,33372,3.4369721421709896,0.583,0.257,0.291,0.257,0.25,0.214
1,0.5,0,1,tb,7,4,0.49122807017543857,Los Angeles Angels,8.0,4297976,1.23,0.653,71,5.8,32151,4.458322580645161,0.64,0.27,0.245,0.253,0.2,0.2
0,0.5,0,0,tb,5,3,0.5714285714285714,Oakland Athletics,8.0,42958,1.12,0.747,79.1,6.9,4917636,4.484831683168317,0.56,0.25,0.225,0.258,0.243,0.097
0,0.5,1,0,tb,6,2,0.5760869565217391,Kansas City Royals,10.5,42829,1.12,0.589,92,13.9,34873,3.4354418604651165,0.518,0.233,0.222,0.243,0.211,0.148
1,0.5,1,0,tb,7,3,0.6764705882352942,Chicago Cubs,9.0,3960984,1.34,0.81,85.9,10.3,5002950,4.493,0.751,0.258,0.27,0.288,0.316,0.2
0,1.5,1,1,tb,4,2,0.3018867924528302,Cleveland Guardians,8.5,33842,0.93,0.621,87,5.8,34401,4.217382716049383,0.498,0.225,0.234,0.231,0.15,0.16
0,1.5,1,0,tb,5,3,0.3445378151260504,Pittsburgh Pirates,8.5,41171,1.12,0.75,83.9,4.7,5101355,4.19603738317757,0.654,0.27,0.221,0.253,0.324,0.262
1,0.5,0,1,tb,7,3,0.6436781609195402,San Francisco Giants,7.0,32525,1.16,0.671,65.9,4.7,32175,4.989192052980132,0.53,0.279,0.213,0.226,0.262,0.261
0,1.5,0,0,tb,5,2,0.4426229508196721,Baltimore Orioles,8.5,31662,1.27,0.792,83.9,8.1,38295,4.519616062683644,0.734,0.313,0.277,0.304,0.333,0.368
0,1.5,0,1,tb,5,2,0.4423076923076923,San Diego Padres,8.5,30382,1.52,0.868,72.9,9.2,31098,5.01781684981685,0.635,0.323,0.308,0.321,0.333,0.2
1,1.5,0,0,tb,3,1,0.35,St. Louis Cardinals,8.5,41000,1.17,0.83,88.1,9.2,33793,4.0801395036888,0.621,0.298,0.295,0.307,0.308,0.333
1,1.5,0,1,tb,3,1,0.4838709677419355,Texas Rangers,8.5,32801,0.94,0.862,87,5.8,4142539,3.5149387755102044,0.56,0.289,0.248,0.277,0.343,0.286
1,0.5,0,1,tb,3,2,0.5245901639344263,Colorado Rockies,9.0,35268,1.29,0.717,83.9,5.8,34897,4.979594202898551,0.419,0.189,0.23,0.253,0.188,0.25
0,1.5,0,0,tb,3,1,0.3884297520661157,Boston Red Sox,9.0,32517,1.18,0.717,81.1,2.2,41009,3.338670037926675,0.353,0.262,0.211,0.242,0.297,0.22
0,1.5,0,1,tb,2,1,0.25,Cleveland Guardians,8.5,42437,0.93,0.724,87,5.8,34401,4.217382716049383,0.498,0.323,0.208,0.23,0.243,0.222
1,1.5,0,1,tb,3,1,0.4,Texas Rangers,8.5,35066,0.94,0.787,87,5.8,4142539,3.5149387755102044,0.56,0.271,0.238,0.253,0.311,0.111
1,1.5,1,1,tb,4,2,0.4274193548387097,Colorado Rockies,9.0,36969,1.29,1.035,83.9,5.8,34897,4.979594202898551,0.419,0.345,0.257,0.291,0.333,0.235
1,1.5,0,1,tb,4,1,0.3333333333333333,San Francisco Giants,7.0,41044,1.16,0.68,65.9,4.7,32175,4.989192052980132,0.53,0.309,0.225,0.248,0.25,0.256
1,0.5,1,1,tb,5,4,0.5566037735849056,San Francisco Giants,7.0,29607,1.16,0.701,65.9,4.7,32175,4.989192052980132,0.53,0.199,0.236,0.253,0.235,0.32
0,1.5,1,0,tb,3,1,0.3333333333333333,Chicago White Sox,9.0,42714,1.4,0.91,87,9.2,4620398,4.675760532150776,0.608,0.317,0.219,0.258,0.3,0.143
0,0.5,0,0,tb,4,2,0.5238095238095238,Toronto Blue Jays,8.0,32859,1.22,0.741,71,5.8,32667,3.9158491065519527,0.57,0.247,0.216,0.236,0.265,0.0
0,1.5,1,0,tb,2,1,0.35344827586206895,Kansas City Royals,10.5,33712,1.12,0.845,92,13.9,34873,3.4354418604651165,0.518,0.27,0.193,0.233,0.236,0.13
0,0.5,0,0,tb,5,3,0.5465116279069767,Seattle Mariners,7.0,37798,0.81,0.789,65.9,4.7,4629089,2.915706422018349,0.725,0.283,0.229,0.279,0.259,0.15
1,1.5,0,1,tb,2,2,0.3645833333333333,Texas Rangers,8.5,36409,0.94,0.679,87,5.8,4142539,3.5149387755102044,0.56,0.235,0.205,0.22,0.281,0.182
0,0.5,1,0,tb,7,4,0.6153846153846154,Minnesota Twins,8.5,4448736,1.0,0.71,88.1,9.2,4791597,3.7680000000000002,0.686,0.258,0.184,0.216,0.246,0.278
1,1.5,0,0,tb,4,3,0.33695652173913043,Milwaukee Brewers,8.0,4917919,1.38,0.753,79.1,6.9,33249,4.533528726061616,0.71,0.246,0.247,0.177,0.291,0.263
1,1.5,1,0,tb,2,2,0.2535211267605634,Detroit Tigers,9.0,41684,1.4,0.55,87,9.2,4917779,2.850203389830509,0.543,0.224,0.22,0.182,0.118,0.294
1,0.5,1,1,tb,6,3,0.46153846153846156,Los Angeles Angels,8.0,41397,1.23,0.701,71,5.8,32151,4.458322580645161,0.64,0.225,0.203,0.21,0.125,0.4
1,0.5,0,1,tb,7,4,0.42857142857142855,San Francisco Giants,7.0,40858,1.16,0.661,65.9,4.7,32175,4.989192052980132,0.53,0.312,0.263,0.26,0.429,0.0
0,1.5,0,0,tb,3,2,0.3577981651376147,Toronto Blue Jays,8.0,42047,1.22,0.74,71,5.8,32667,3.9158491065519527,0.57,0.264,0.221,0.24,0.238,0.333
0,0.5,0,1,tb,4,3,0.5294117647058824,San Diego Padres,8.5,33805,1.52,0.774,72.9,9.2,31098,5.01781684981685,0.635,0.254,0.24,0.224,0.364,0.5
1,1.5,1,1,tb,3,1,0.3173076923076923,Philadelphia Phillies,10.5,40948,1.33,0.675,92,13.9,34980,5.668,0.679,0.234,0.213,0.212,0.203,0.231
1,1.5,1,1,tb,2,0,0.36585365853658536,Philadelphia Phillies,10.5,4905884,1.33,0.624,92,13.9,34980,5.668,0.679,0.226,0.255,0.25,0.327,0.316
0,1.5,0,1,tb,6,2,0.4015748031496063,Cleveland Guardians,8.5,32146,0.93,0.717,87,5.8,34401,4.217382716049383,0.498,0.266,0.212,0.25,0.288,0.256
0,1.5,1,1,tb,5,3,0.47560975609756095,San Diego Padres,8.5,41034,1.52,0.886,72.9,9.2,31098,5.01781684981685,0.635,0.291,0.224,0.259,0.211,0.0
1,1.5,1,0,tb,7,3,0.38961038961038963,Arizona Diamondbacks,9.0,4872598,1.19,0.812,81.1,2.2,32968,4.561034825870647,0.624,0.301,0.259,0.282,0.275,0.125
0,1.5,0,0,tb,6,3,0.4406779661016949,Minnesota Twins,8.5,4683365,1.0,0.745,88.1,9.2,4791597,3.7680000000000002,0.686,0.229,0.216,0.247,0.229,0.195
0,0.5,0,0,tb,4,1,0.5,Minnesota Twins,8.5,31015,1.0,0.736,88.1,9.2,4791597,3.7680000000000002,0.686,0.297,0.155,0.264,0.24,0.0
0,0.5,0,0,tb,6,3,0.624,Seattle Mariners,7.0,33857,0.81,0.776,65.9,4.7,4629089,2.915706422018349,0.725,0.266,0.199,0.24,0.318,0.269
1,1.5,0,0,tb,3,3,0.37777777777777777,St. Louis Cardinals,8.5,42427,1.17,0.959,88.1,9.2,33793,4.0801395036888,0.621,0.238,0.225,0.251,0.3,0.4
1,0.5,0,0,tb,2,1,0.5047619047619047,Milwaukee Brewers,8.0,3962127,1.38,0.65,79.1,6.9,33249,4.533528726061616,0.71,0.198,0.264,0.178,0.2,0.333
1,0.5,1,0,tb,3,0,0.36046511627906974,Cincinnati Reds,8.5,32219,1.11,0.545,83.9,4.7,33372,3.4369721421709896,0.583,0.212,0.161,0.187,0.229,0.237
0,1.5,0,0,tb,2,1,0.371900826446281,Miami Marlins,9.0,42415,1.62,0.794,85.9,10.3,36186,4.758909090909091,0.686,0.25,0.247,0.255,0.294,0.25
0,0.5,0,0,tb,4,2,0.5294117647058824,Seattle Mariners,7.0,33711,0.81,0.758,65.9,4.7,4629089,2.915706422018349,0.725,0.251,0.196,0.214,0.282,0.143
0,0.5,0,0,tb,4,1,0.44,Toronto Blue Jays,8.0,42711,1.22,0.642,71,5.8,32667,3.9158491065519527,0.57,0.275,0.261,0.245,0.375,0.2
0,0.5,0,0,tb,8,3,0.6219512195121951,New York Yankees,9.0,42412,1.39,0.796,83.9,5.8,32815,4.946955336866011,0.568,0.279,0.169,0.216,0.28,0.038
0,0.5,0,0,tb,6,3,0.5247524752475248,Toronto Blue Jays,8.0,36181,1.22,0.624,71,5.8,32667,3.9158491065519527,0.57,0.233,0.251,0.232,0.275,0.214
1,0.5,1,0,tb,2,0,0.4166666666666667,Detroit Tigers,9.0,42453,1.4,0.591,87,9.2,4917779,2.850203389830509,0.543,0.183,0.155,0.125,0.188,0.0
0,0.5,1,0,tb,4,2,0.5181818181818182,Seattle Mariners,7.0,33341,0.81,0.725,65.9,4.7,4629089,2.915706422018349,0.725,0.241,0.228,0.243,0.25,0.292
1,0.5,0,1,tb,6,3,0.5523809523809524,San Francisco Giants,7.0,32771,1.16,0.639,65.9,4.7,32175,4.989192052980132,0.53,0.215,0.208,0.203,0.224,0.107
0,0.5,0,1,tb,4,1,0.5963302752293578,Cleveland Guardians,8.5,40538,0.93,0.719,87,5.8,34401,4.217382716049383,0.498,0.261,0.198,0.241,0.27,0.216
0,1.5,1,0,tb,4,2,0.3700787401574803,Kansas City Royals,10.5,31187,1.12,0.718,92,13.9,34873,3.4354418604651165,0.518,0.292,0.193,0.24,0.25,0.172
1,0.5,0,0,tb,5,1,0.475,Chicago Cubs,9.0,41674,1.34,0.547,85.9,10.3,5002950,4.493,0.751,0.2,0.171,0.196,0.294,0.214
1,0.5,1,0,tb,6,2,0.5728155339805825,Detroit Tigers,9.0,38106,1.4,0.6,87,9.2,4917779,2.850203389830509,0.543,0.296,0.188,0.25,0.241,0.167
0,1.5,0,0,tb,5,2,0.3644067796610169,Miami Marlins,9.0,41219,1.62,0.665,85.9,10.3,36186,4.758909090909091,0.686,0.272,0.234,0.262,0.215,0.059
0,0.5,0,0,tb,1,1,0.125,Toronto Blue Jays,8.0,4298095,1.22,0.318,71,5.8,32667,3.9158491065519527,0.57,0.062,0.176,0.091,0.143,0.0
0,0.5,1,0,tb,4,3,0.4888888888888889,Pittsburgh Pirates,8.5,41307,1.12,0.539,83.9,4.7,5101355,4.19603738317757,0.654,0.315,0.187,0.318,0.314,0.375
0,1.5,1,0,tb,4,2,0.3949579831932773,Minnesota Twins,8.5,31261,1.0,0.726,88.1,9.2,4791597,3.7680000000000002,0.686,0.263,0.226,0.251,0.275,0.256
0,0.5,1,0,tb,8,4,0.49019607843137253,New York Yankees,9.0,37340,1.39,0.614,83.9,5.8,32815,4.946955336866011,0.568,0.256,0.246,0.252,0.29,0.345
1,1.5,1,0,tb,5,3,0.4336283185840708,Cincinnati Reds,8.5,39712,1.11,0.789,83.9,4.7,33372,3.4369721421709896,0.583,0.29,0.244,0.261,0.227,0.161
1,1.5,1,0,tb,4,2,0.27058823529411763,Chicago Cubs,9.0,41917,1.34,0.598,85.9,10.3,5002950,4.493,0.751,0.243,0.224,0.237,0.192,0.32
0,1.5,1,0,tb,5,4,0.3125,Chicago White Sox,9.0,41223,1.4,0.685,87,9.2,4620398,4.675760532150776,0.608,0.229,0.265,0.258,0.25,0.368
0,0.5,0,0,tb,3,2,0.3728813559322034,Miami Marlins,9.0,32861,1.62,0.696,85.9,10.3,36186,4.758909090909091,0.686,0.2,0.253,0.214,0.162,0.429
1,0.5,0,1,tb,6,3,0.5470085470085471,Philadelphia Phillies,10.5,35185,1.33,0.73,92,13.9,34980,5.668,0.679,0.257,0.205,0.233,0.379,0.0
0,1.5,1,0,tb,1,0,0.23529411764705882,Boston Red Sox,9.0,40767,1.18,0.769,81.1,2.2,41009,3.338670037926675,0.353,0.333,0.208,0.223,0.25,0.0
0,0.5,1,0,tb,5,3,0.5416666666666666,Minnesota Twins,8.5,42608,1.0,0.642,88.1,9.2,4791597,3.7680000000000002,0.686,0.224,0.295,0.266,0.2,0.417
0,0.5,1,1,tb,6,3,0.5968992248062015,San Diego Padres,8.5,37498,1.52,0.802,72.9,9.2,31098,5.01781684981685,0.635,0.271,0.205,0.243,0.292,0.13
0,1.5,0,0,tb,4,3,0.26373626373626374,Miami Marlins,9.0,4717833,1.62,0.62,85.9,10.3,36186,4.758909090909091,0.686,0.212,0.174,0.215,0.14,0.375
1,1.5,1,0,tb,3,0,0.4824561403508772,Arizona Diamondbacks,9.0,33859,1.19,0.955,81.1,2.2,32968,4.561034825870647,0.624,0.281,0.304,0.275,0.239,0.289
1,0.5,1,1,tb,6,3,0.5180722891566265,Houston Astros,8.5,40610,1.28,0.722,83.9,8.1,41415,3.649843575418995,0.471,0.209,0.27,0.236,0.242,0.273
1,0.5,1,1,tb,3,2,0.5867768595041323,San Francisco Giants,7.0,36488,1.16,0.71,65.9,4.7,32175,4.989192052980132,0.53,0.178,0.205,0.222,0.194,0.176
0,1.5,0,0,tb,3,3,0.4095238095238095,Chicago White Sox,9.0,42179,1.4,0.834,87,9.2,4620398,4.675760532150776,0.608,0.297,0.218,0.275,0.299,0.226
0,0.5,0,1,tb,2,1,0.43478260869565216,Cleveland Guardians,8.5,31385,0.93,0.664,87,5.8,34401,4.217382716049383,0.498,0.252,0.172,0.233,0.129,0.0
1,0.5,0,0,tb,6,3,0.5192307692307693,Cincinnati Reds,8.5,34287,1.11,0.69,83.9,4.7,33372,3.4369721421709896,0.583,0.246,0.227,0.26,0.282,0.188
1,1.5,0,0,tb,5,4,0.4,St. Louis Cardinals,8.5,41587,1.17,0.777,88.1,9.2,33793,4.0801395036888,0.621,0.232,0.234,0.246,0.3,0.286
0,0.5,1,0,tb,5,3,0.6033057851239669,New York Yankees,9.0,33247,1.39,0.741,83.9,5.8,32815,4.946955336866011,0.568,0.252,0.237,0.244,0.261,0.216
1,1.5,1,1,tb,4,2,0.44,Philadelphia Phillies,10.5,31127,1.33,0.804,92,13.9,34980,5.668,0.679,0.285,0.261,0.273,0.36,0.348
0,1.5,1,0,tb,4,1,0.25,Pittsburgh Pirates,8.5,39924,1.12,0.684,83.9,4.7,5101355,4.19603738317757,0.654,0.289,0.25,0.167,0.357,0.267
0,1.5,0,0,tb,4,3,0.42574257425742573,Miami Marlins,9.0,4142424,1.62,0.806,85.9,10.3,36186,4.758909090909091,0.686,0.321,0.267,0.293,0.336,0.235
1,0.5,1,0,tb,6,2,0.4666666666666667,Milwaukee Brewers,8.0,35676,1.38,0.654,79.1,6.9,33249,4.533528726061616,0.71,0.249,0.231,0.258,0.297,0.333
1,0.5,0,0,tb,5,3,0.5377358490566038,Milwaukee Brewers,8.0,42598,1.38,0.744,79.1,6.9,33249,4.533528726061616,0.71,0.227,0.23,0.2,0.245,0.294
0,1.5,0,0,tb,5,3,0.4,Pittsburgh Pirates,8.5,4722857,1.12,0.753,83.9,4.7,5101355,4.19603738317757,0.654,0.245,0.257,0.189,0.22,0.159
0,1.5,0,0,tb,3,2,0.3559322033898305,Chicago White Sox,9.0,4424286,1.4,0.642,87,9.2,4620398,4.675760532150776,0.608,0.223,0.197,0.202,0.243,0.222
0,1.5,0,1,tb,2,1,0.42028985507246375,San Diego Padres,8.5,30830,1.52,0.741,72.9,9.2,31098,5.01781684981685,0.635,0.247,0.263,0.263,0.237,0.333
1,1.5,0,1,tb,2,1,0.42574257425742573,Texas Rangers,8.5,41996,0.94,0.827,87,5.8,4142539,3.5149387755102044,0.56,0.326,0.241,0.285,0.303,0.118
0,1.5,0,0,tb,3,1,0.32727272727272727,Pittsburgh Pirates,8.5,36020,1.12,0.724,83.9,4.7,5101355,4.19603738317757,0.654,0.282,0.186,0.118,0.282,0.4
0,1.5,1,0,tb,5,2,0.39344262295081966,Toronto Blue Jays,8.0,34923,1.22,0.706,71,5.8,32667,3.9158491065519527,0.57,0.264,0.22,0.232,0.281,0.312
0,0.5,0,0,tb,7,5,0.5842696629213483,Seattle Mariners,7.0,36485,0.81,0.6,65.9,4.7,4629089,2.915706422018349,0.725,0.286,0.178,0.236,0.412,0.158
0,1.5,0,0,tb,0,0,0.36666666666666664,Minnesota Twins,8.5,31208,1.0,0.72,88.1,9.2,4791597,3.7680000000000002,0.686,0.271,0.196,0.251,0.257,0.211
0,1.5,0,0,tb,5,1,0.4827586206896552,Kansas City Royals,10.5,33710,1.12,0.817,92,13.9,34873,3.4354418604651165,0.518,0.338,0.271,0.305,0.343,0.188
1,1.5,0,0,tb,4,2,0.3563218390804598,St. Louis Cardinals,8.5,41205,1.17,0.756,88.1,9.2,33793,4.0801395036888,0.621,0.314,0.185,0.236,0.265,0.154
0,0.5,1,0,tb,2,2,0.3333333333333333,Chicago White Sox,9.0,4414687,1.4,0.518,87,9.2,4620398,4.675760532150776,0.608,0.273,0.25,0.211,0.25,0.0
1,0.5,1,0,tb,7,3,0.7037037037037037,Arizona Diamondbacks,9.0,41180,1.19,0.86,81.1,2.2,32968,4.561034825870647,0.624,0.324,0.24,0.264,0.263,0.2
0,0.5,0,0,tb,7,3,0.6119402985074627,Seattle Mariners,7.0,43030,0.81,0.955,65.9,4.7,4629089,2.915706422018349,0.725,0.289,0.224,0.3,0.263,0.4
1,0.5,0,1,tb,1,0,0.4485981308411215,Texas Rangers,8.5,40958,0.94,0.633,87,5.8,4142539,3.5149387755102044,0.56,0.196,0.234,0.212,0.235,0.059
1,1.5,1,0,tb,3,1,0.43209876543209874,Arizona Diamondbacks,9.0,34168,1.19,0.89,81.1,2.2,32968,4.561034825870647,0.624,0.263,0.247,0.278,0.24,0.25
0,1.5,1,0,tb,4,2,0.3333333333333333,Pittsburgh Pirates,8.5,34975,1.12,0.785,83.9,4.7,5101355,4.19603738317757,0.654,0.26,0.235,0.25,0.261,0.184
0,0.5,1,0,tb,4,1,0.5423728813559322,Baltimore Orioles,8.5,33229,1.27,0.774,83.9,8.1,38295,4.519616062683644,0.734,0.355,0.183,0.271,0.372,0.0
0,0.5,1,0,tb,5,2,0.3333333333333333,Minnesota Twins,8.5,4807220,1.0,0.394,88.1,9.2,4791597,3.7680000000000002,0.686,0.204,0.176,0.143,0.25,0.167
1,0.5,1,0,tb,5,3,0.4111111111111111,Chicago Cubs,9.0,40462,1.34,0.631,85.9,10.3,5002950,4.493,0.751,0.229,0.194,0.225,0.273,0.316
1,1.5,1,1,tb,7,3,0.42276422764227645,Philadelphia Phillies,10.5,4109109,1.33,0.774,92,13.9,34980,5.668,0.679,0.269,0.245,0.262,0.208,0.133
1,1.5,1,1,tb,6,3,0.46825396825396826,Los Angeles Angels,8.0,35002,1.23,0.941,71,5.8,32151,4.458322580645161,0.64,0.322,0.297,0.32,0.338,0.333
1,0.5,0,1,tb,7,3,0.6363636363636364,Los Angeles Angels,8.0,4413898,1.23,0.971,71,5.8,32151,4.458322580645161,0.64,0.286,0.241,0.295,0.316,0.0
1,1.5,1,0,tb,3,1,0.3543307086614173,St. Louis Cardinals,8.5,34230,1.17,0.737,88.1,9.2,33793,4.0801395036888,0.621,0.272,0.257,0.28,0.333,0.333
0,1.5,0,0,tb,4,2,0.46774193548387094,Oakland Athletics,8.0,39895,1.12,0.828,79.1,6.9,4917636,4.484831683168317,0.56,0.292,0.286,0.303,0.24,0.403
0,1.5,1,0,tb,3,1,0.36220472440944884,Oakland Athletics,8.0,33675,1.12,0.781,79.1,6.9,4917636,4.484831683168317,0.56,0.24,0.272,0.252,0.223,0.286
1,1.5,0,0,tb,5,2,0.41414141414141414,Arizona Diamondbacks,9.0,4990055,1.19,0.837,81.1,2.2,32968,4.561034825870647,0.624,0.258,0.24,0.243,0.229,0.12
0,1.5,0,1,tb,3,2,0.32673267326732675,Cleveland Guardians,8.5,4719324,0.93,0.677,87,5.8,34401,4.217382716049383,0.498,0.254,0.26,0.246,0.242,0.19
0,1.5,1,0,tb,5,2,0.4782608695652174,Baltimore Orioles,8.5,4781491,1.27,0.79,83.9,8.1,38295,4.519616062683644,0.734,0.306,0.269,0.273,0.34,0.25
1,0.5,1,0,tb,6,4,0.509090909090909,Cincinnati Reds,8.5,30950,1.11,0.588,83.9,4.7,33372,3.4369721421709896,0.583,0.18,0.237,0.213,0.15,0.316
0,1.5,0,0,tb,3,2,0.20689655172413793,Chicago White Sox,9.0,38420,1.4,0.582,87,9.2,4620398,4.675760532150776,0.608,0.219,0.199,0.21,0.27,0.2
0,1.5,0,0,tb,4,1,0.4032258064516129,Toronto Blue Jays,8.0,4666100,1.22,0.785,71,5.8,32667,3.9158491065519527,0.57,0.249,0.249,0.248,0.267,0.286
1,0.5,0,0,tb,4,2,0.49514563106796117,Milwaukee Brewers,8.0,4414531,1.38,0.631,79.1,6.9,33249,4.533528726061616,0.71,0.246,0.19,0.208,0.271,0.267
0,2.5,0,1,tb,7,4,0.44881889763779526,Washington Nationals,9.0,33192,1.27,1.192,85.9,5.8,4683356,4.022784469096671,0.495,0.343,0.257,0.308,0.286,0.231
0,0.5,0,1,tb,4,2,0.40476190476190477,Cleveland Guardians,9.0,33546,1.65,0.59,81.2,5.9,42488,7.287879120879121,0.476,0.245,0.174,0.187,0.167,0.0
1,1.5,0,0,tb,4,2,0.46825396825396826,Houston Astros,8.0,41169,1.08,0.82,83,6.9,41829,4.341004192872117,0.373,0.258,0.317,0.281,0.27,0.368
1,1.5,1,0,tb,3,2,0.3813559322033898,San Diego Padres,9.0,4345070,1.5,0.768,97.1,6.9,4722847,4.657825688073395,0.588,0.282,0.273,0.287,0.269,0.417
0,1.5,1,0,tb,6,2,0.4322033898305085,Philadelphia Phillies,8.0,34886,1.0,0.763,83,6.9,31267,3.3417815230961296,0.715,0.275,0.255,0.199,0.264,0.188
0,0.5,1,1,tb,4,2,0.6033057851239669,Washington Nationals,9.0,33786,1.27,0.645,85.9,5.8,4683356,4.022784469096671,0.495,0.192,0.227,0.21,0.173,0.28
1,1.5,1,1,tb,3,3,0.3333333333333333,New York Yankees,9.0,42949,1.14,0.748,85.9,5.8,36480,3.857322580645161,0.749,0.167,0.302,0.26,0.077,0.333
1,1.5,0,1,tb,0,0,0.33613445378151263,Kansas City Royals,9.0,37729,1.17,0.628,81.2,5.9,41054,3.0516893017296605,0.537,0.263,0.259,0.176,0.179,0.236
1,1.5,1,0,tb,3,1,0.3047619047619048,Detroit Tigers,9.0,34986,1.4,0.625,92,6.9,4414347,4.167,0.616,0.214,0.216,0.203,0.195,0.382
1,1.5,0,0,tb,4,2,0.4152542372881356,Detroit Tigers,9.0,42394,1.4,0.693,92,6.9,4414347,4.167,0.616,0.279,0.207,0.252,0.268,0.26
0,1.5,1,1,tb,4,2,0.3984375,Washington Nationals,9.0,42547,1.27,0.688,85.9,5.8,4683356,4.022784469096671,0.495,0.267,0.223,0.244,0.294,0.286
1,0.5,0,0,tb,8,4,0.5362318840579711,Houston Astros,8.0,36928,1.08,0.703,83,6.9,41829,4.341004192872117,0.373,0.247,0.213,0.251,0.182,0.091
1,0.5,1,1,tb,7,4,0.4868421052631579,Atlanta Braves,8.0,4297998,1.21,0.679,88.1,5.8,32685,3.37721021021021,0.537,0.254,0.247,0.275,0.217,0.2
0,0.5,1,1,tb,7,3,0.5172413793103449,Washington Nationals,9.0,4683349,1.27,0.761,85.9,5.8,4683356,4.022784469096671,0.495,0.276,0.227,0.242,0.286,0.269
0,0.5,0,0,tb,3,1,0.4588235294117647,Seattle Mariners,7.0,40869,0.99,0.68,76,6.9,4654313,3.6064141145139814,0.633,0.259,0.205,0.228,0.263,0.143
1,0.5,1,0,tb,2,2,0.4,Chicago Cubs,8.5,33196,1.2,0.766,85.9,5.8,31258,4.143709241172051,0.638,0.308,0.37,0.31,0.5,1.0
1,0.5,0,1,tb,5,3,0.4631578947368421,Kansas City Royals,9.0,41183,1.17,0.618,81.2,5.9,41054,3.0516893017296605,0.537,0.223,0.222,0.125,0.22,0.29
0,1.5,1,1,tb,6,3,0.5538461538461539,Cleveland Guardians,9.0,42403,1.65,1.009,81.2,5.9,42488,7.287879120879121,0.476,0.28,0.333,0.334,0.2,0.286
0,0.5,0,0,tb,6,3,0.5569620253164557,Seattle Mariners,7.0,39961,0.99,0.815,76,6.9,4654313,3.6064141145139814,0.633,0.265,0.213,0.217,0.314,0.158
