homeaway,line,hit,rightleft,opprank,cat,last5,oppteam,pitcherID,righthitters,inningspitchedlast3,temperature,wind,fip,overunder
0,17.5,1,0,24,outs,3,Miami Marlins,33263,7,6.0,88.1,13.9,3.9643125,7.5
0,2.5,1,0,24,era,2,Miami Marlins,33263,7,6.0,88.1,13.9,3.9643125,7.5
0,5.5,1,0,22,hits,0,Miami Marlins,33263,7,6.0,88.1,13.9,3.9643125,7.5
0,16.5,1,1,1,outs,2,Philadelphia Phillies,39636,7,4.666666666666667,65,5.8,3.1656919739696314,7.5
0,2.5,0,1,1,era,1,Philadelphia Phillies,39636,7,4.666666666666667,65,5.8,3.1656919739696314,7.5
0,4.5,0,1,4,hits,5,Philadelphia Phillies,39636,7,4.666666666666667,65,5.8,3.1656919739696314,7.5
1,17.5,0,0,17,outs,2,Boston Red Sox,32116,6,5.333333333333333,83.9,4.7,4.615698113207547,8.5
1,3.5,0,0,17,era,2,Boston Red Sox,32116,6,5.333333333333333,83.9,4.7,4.615698113207547,8.5
1,6.5,0,0,12,hits,3,Boston Red Sox,32116,6,5.333333333333333,83.9,4.7,4.615698113207547,8.5
0,17.5,1,1,9,outs,2,Texas Rangers,40975,6,6.0,90.1,5.8,3.0655686274509804,8.5
0,2.5,0,1,9,era,3,Texas Rangers,40975,6,6.0,90.1,5.8,3.0655686274509804,8.5
0,5.5,0,1,8,hits,3,Texas Rangers,40975,6,6.0,90.1,5.8,3.0655686274509804,8.5
0,15.5,0,0,11,outs,2,Kansas City Royals,32789,5,4.066666666666666,87,6.9,3.9132307692307693,9.5
0,3.5,1,0,11,era,1,Kansas City Royals,32789,5,4.066666666666666,87,6.9,3.9132307692307693,9.5
0,6.5,1,0,17,hits,1,Kansas City Royals,32789,5,4.066666666666666,87,6.9,3.9132307692307693,9.5
1,18.5,0,0,28,outs,4,Oakland Athletics,34873,8,7.066666666666666,87,6.9,3.2054439324116744,9.5
1,2.5,0,0,28,era,1,Oakland Athletics,34873,8,7.066666666666666,87,6.9,3.2054439324116744,9.5
1,5.5,1,0,28,hits,1,Oakland Athletics,34873,8,7.066666666666666,87,6.9,3.2054439324116744,9.5
0,2.5,1,1,21,era,1,San Francisco Giants,33138,8,4.0,58.9,10.3,3.3820952380952383,8.0
0,4.5,1,1,13,hits,2,San Francisco Giants,33138,8,4.0,58.9,10.3,3.3820952380952383,8.0
1,1.5,0,0,19,era,2,Cincinnati Reds,39251,3,3.55,63.9,8.1,5.052396946564886,8.5
1,15.5,1,0,19,outs,0,Cincinnati Reds,39251,3,3.55,63.9,8.1,5.052396946564886,8.5
1,4.5,0,0,29,hits,2,Cincinnati Reds,39251,3,3.55,63.9,8.1,5.052396946564886,8.5
1,17.5,1,0,18,outs,3,Detroit Tigers,39910,6,5.666666666666667,99.1,12.8,3.144,7.5
1,2.5,1,0,18,era,2,Detroit Tigers,39910,6,5.666666666666667,99.1,12.8,3.144,7.5
1,4.5,1,0,19,hits,1,Detroit Tigers,39910,6,5.666666666666667,99.1,12.8,3.144,7.5
0,17.5,1,0,29,outs,3,Toronto Blue Jays,32804,8,5.733333333333333,58.9,6.9,3.6694237288135594,7.5
0,2.5,1,0,29,era,3,Toronto Blue Jays,32804,8,5.733333333333333,58.9,6.9,3.6694237288135594,7.5
0,5.5,1,0,26,hits,4,Toronto Blue Jays,32804,8,5.733333333333333,58.9,6.9,3.6694237288135594,7.5
1,17.5,0,0,8,outs,1,San Diego Padres,4301067,6,4.433333333333333,76.9,4.7,5.43648275862069,9.0
1,2.5,1,0,8,era,1,San Diego Padres,4301067,6,4.433333333333333,76.9,4.7,5.43648275862069,9.0
1,5.5,1,0,4,hits,3,San Diego Padres,4301067,6,4.433333333333333,76.9,4.7,5.43648275862069,9.0
0,17.5,0,0,21,outs,0,San Francisco Giants,38680,7,4.533333333333334,61.1,8.1,5.419573696145125,7.5
0,2.5,0,0,21,era,4,San Francisco Giants,38680,7,4.533333333333334,61.1,8.1,5.419573696145125,7.5
0,5.5,0,0,14,hits,2,San Francisco Giants,38680,7,4.533333333333334,61.1,8.1,5.419573696145125,7.5
0,17.5,1,0,2,outs,3,Los Angeles Dodgers,39635,4,5.733333333333333,67,9.2,3.3238213058419244,8.0
0,2.5,0,0,2,era,2,Los Angeles Dodgers,39635,4,5.733333333333333,67,9.2,3.3238213058419244,8.0
0,4.5,0,0,3,hits,3,Los Angeles Dodgers,39635,4,5.733333333333333,67,9.2,3.3238213058419244,8.0
1,17.5,0,0,22,outs,1,Colorado Rockies,37909,6,4.666666666666667,61.1,8.1,3.510490566037736,7.5
1,2.5,0,0,22,era,1,Colorado Rockies,37909,6,4.666666666666667,61.1,8.1,3.510490566037736,7.5
1,5.5,0,0,11,hits,2,Colorado Rockies,37909,6,4.666666666666667,61.1,8.1,3.510490566037736,7.5
1,17.5,1,1,18,outs,3,Detroit Tigers,38173,9,5.033333333333333,94.9,8.1,4.471648093841642,8.5
1,2.5,1,1,18,era,3,Detroit Tigers,38173,9,5.033333333333333,94.9,8.1,4.471648093841642,8.5
1,5.5,0,1,19,hits,4,Detroit Tigers,38173,9,5.033333333333333,94.9,8.1,4.471648093841642,8.5
1,3.5,0,0,29,hits,2,Cincinnati Reds,4417826,6,5.333333333333333,67,9.2,4.686653465346534,8.0
0,16.5,0,0,7,outs,3,Arizona Diamondbacks,40920,6,5.2,94.9,8.1,4.218176470588236,8.5
0,2.5,1,0,7,era,3,Arizona Diamondbacks,40920,6,5.2,94.9,8.1,4.218176470588236,8.5
0,5.5,1,0,13,hits,2,Arizona Diamondbacks,40920,6,5.2,94.9,8.1,4.218176470588236,8.5
0,17.5,1,0,9,outs,1,Atlanta Braves,32055,4,5.666666666666667,76.9,4.7,2.6435254237288137,9.0
0,2.5,0,0,9,era,2,Atlanta Braves,32055,4,5.666666666666667,76.9,4.7,2.6435254237288137,9.0
0,5.5,0,0,6,hits,0,Atlanta Braves,32055,4,5.666666666666667,76.9,4.7,2.6435254237288137,9.0
1,17.5,1,0,23,outs,0,Colorado Rockies,33124,6,7.0,72.9,9.2,4.603538461538461,7.5
1,2.5,1,0,23,era,1,Colorado Rockies,33124,6,7.0,72.9,9.2,4.603538461538461,7.5
1,5.5,1,0,13,hits,1,Colorado Rockies,33124,6,7.0,72.9,9.2,4.603538461538461,7.5
0,2.5,1,0,5,era,3,Cleveland Guardians,32157,2,3.0,85,5.8,5.238774193548387,9.5
0,5.5,1,0,20,hits,2,Cleveland Guardians,32157,2,3.0,85,5.8,5.238774193548387,9.5
1,15.5,1,0,18,outs,2,Detroit Tigers,4424276,5,4.733333333333333,80,17.2,3.28153488372093,9.0
1,2.5,1,0,18,era,1,Detroit Tigers,4424276,5,4.733333333333333,80,17.2,3.28153488372093,9.0
1,4.5,1,0,18,hits,2,Detroit Tigers,4424276,5,4.733333333333333,80,17.2,3.28153488372093,9.0
1,16.5,1,1,13,outs,1,San Diego Padres,4414528,6,5.666666666666667,87,9.2,4.5279649122807015,9.5
1,2.5,0,1,13,era,1,San Diego Padres,4414528,6,5.666666666666667,87,9.2,4.5279649122807015,9.5
1,5.5,0,1,5,hits,3,San Diego Padres,4414528,6,5.666666666666667,87,9.2,4.5279649122807015,9.5
0,17.5,1,0,2,outs,4,Los Angeles Dodgers,4721302,3,6.333333333333333,63.9,10.3,3.1586666666666665,8.5
0,2.5,0,0,2,era,2,Los Angeles Dodgers,4721302,3,6.333333333333333,63.9,10.3,3.1586666666666665,8.5
0,5.5,0,0,4,hits,1,Los Angeles Dodgers,4721302,3,6.333333333333333,63.9,10.3,3.1586666666666665,8.5
0,15.5,1,0,6,outs,1,New York Yankees,4629089,5,4.6,74.9,10.3,1.5630526315789472,8.0
0,2.5,0,0,6,era,0,New York Yankees,4629089,5,4.6,74.9,10.3,1.5630526315789472,8.0
0,4.5,0,0,7,hits,0,New York Yankees,4629089,5,4.6,74.9,10.3,1.5630526315789472,8.0
0,16.5,1,0,28,outs,4,Oakland Athletics,39875,7,6.3999999999999995,72.9,9.2,4.628013986013986,7.5
0,2.5,0,0,28,era,1,Oakland Athletics,39875,7,6.3999999999999995,72.9,9.2,4.628013986013986,7.5
0,4.5,0,0,28,hits,3,Oakland Athletics,39875,7,6.3999999999999995,72.9,9.2,4.628013986013986,7.5
0,16.5,0,0,8,outs,3,Kansas City Royals,41167,5,5.7,80,17.2,3.8071884700665186,9.0
0,2.5,1,0,8,era,1,Kansas City Royals,41167,5,5.7,80,17.2,3.8071884700665186,9.0
0,5.5,1,0,14,hits,2,Kansas City Royals,41167,5,5.7,80,17.2,3.8071884700665186,9.0
0,16.5,0,0,16,outs,4,Chicago Cubs,29155,6,5.333333333333333,83,21.9,3.906705882352941,11.5
0,2.5,0,0,16,era,1,Chicago Cubs,29155,6,5.333333333333333,83,21.9,3.906705882352941,11.5
0,4.5,0,0,24,hits,2,Chicago Cubs,29155,6,5.333333333333333,83,21.9,3.906705882352941,11.5
1,17.5,0,0,26,outs,2,Seattle Mariners,41085,5,6.3999999999999995,74.9,10.3,3.540550724637681,8.0
1,2.5,0,0,26,era,2,Seattle Mariners,41085,5,6.3999999999999995,74.9,10.3,3.540550724637681,8.0
1,4.5,0,0,25,hits,1,Seattle Mariners,41085,5,6.3999999999999995,74.9,10.3,3.540550724637681,8.0
1,16.5,0,0,14,outs,2,Los Angeles Angels,41261,4,4.7,85,13.9,4.750187134502924,9.0
1,2.5,1,0,14,era,1,Los Angeles Angels,41261,4,4.7,85,13.9,4.750187134502924,9.0
1,4.5,1,0,8,hits,3,Los Angeles Angels,41261,4,4.7,85,13.9,4.750187134502924,9.0
1,17.5,1,0,7,outs,4,Arizona Diamondbacks,4417230,5,6.333333333333333,63.9,10.3,3.8419999999999996,8.5
1,2.5,1,0,7,era,0,Arizona Diamondbacks,4417230,5,6.333333333333333,63.9,10.3,3.8419999999999996,8.5
1,4.5,1,0,10,hits,3,Arizona Diamondbacks,4417230,5,6.333333333333333,63.9,10.3,3.8419999999999996,8.5
0,16.5,0,0,9,outs,3,Houston Astros,41065,8,5.733333333333333,85,13.9,5.4271562499999995,9.0
0,3.5,0,0,9,era,1,Houston Astros,41065,8,5.733333333333333,85,13.9,5.4271562499999995,9.0
0,5.5,0,0,1,hits,0,Houston Astros,41065,8,5.733333333333333,85,13.9,5.4271562499999995,9.0
1,15.5,0,0,10,outs,3,Atlanta Braves,5002950,5,5.366666666666667,83,21.9,3.5759622641509434,11.5
1,2.5,0,0,10,era,0,Atlanta Braves,5002950,5,5.366666666666667,83,21.9,3.5759622641509434,11.5
1,5.5,0,0,6,hits,0,Atlanta Braves,5002950,5,5.366666666666667,83,21.9,3.5759622641509434,11.5
0,4.5,0,0,30,hits,4,Cincinnati Reds,34848,4,5.3999999999999995,87,9.2,5.823818181818181,9.5
0,17.5,1,0,21,outs,4,Washington Nationals,42450,4,6.033333333333334,80,8.1,3.025333333333333,8.5
0,2.5,0,0,21,era,3,Washington Nationals,42450,4,6.033333333333334,80,8.1,3.025333333333333,8.5
0,5.5,0,0,26,hits,3,Washington Nationals,42450,4,6.033333333333334,80,8.1,3.025333333333333,8.5
0,15.5,0,0,1,outs,4,Philadelphia Phillies,33203,4,6.366666666666667,81.1,9.2,2.5279649122807015,8.0
0,3.5,0,0,1,era,0,Philadelphia Phillies,33203,4,6.366666666666667,81.1,9.2,2.5279649122807015,8.0
0,5.5,0,0,3,hits,3,Philadelphia Phillies,33203,4,6.366666666666667,81.1,9.2,2.5279649122807015,8.0
0,16.5,0,0,24,outs,0,St. Louis Cardinals,4311625,4,4.3999999999999995,92,19.5,2.262879120879121,9.0
0,2.5,0,0,24,era,0,St. Louis Cardinals,4311625,4,4.3999999999999995,92,19.5,2.262879120879121,9.0
0,4.5,0,0,22,hits,0,St. Louis Cardinals,4311625,4,4.3999999999999995,92,19.5,2.262879120879121,9.0
1,16.5,1,0,4,outs,0,Baltimore Orioles,30820,3,4.733333333333333,92,19.5,4.140043052837573,9.0
1,2.5,0,0,4,era,4,Baltimore Orioles,30820,3,4.733333333333333,92,19.5,4.140043052837573,9.0
1,5.5,0,0,11,hits,2,Baltimore Orioles,30820,3,4.733333333333333,92,19.5,4.140043052837573,9.0
1,16.5,0,1,19,outs,1,San Francisco Giants,31098,9,5.033333333333333,85,5.8,4.731648798521257,8.5
1,2.5,0,1,19,era,4,San Francisco Giants,31098,9,5.033333333333333,85,5.8,4.731648798521257,8.5
1,6.5,0,1,15,hits,3,San Francisco Giants,31098,9,5.033333333333333,85,5.8,4.731648798521257,8.5
1,16.5,1,1,12,outs,2,Minnesota Twins,31313,10,5.3999999999999995,80,8.1,4.80558595194085,8.5
1,3.5,1,1,12,era,1,Minnesota Twins,31313,10,5.3999999999999995,80,8.1,4.80558595194085,8.5
1,5.5,1,1,21,hits,4,Minnesota Twins,31313,10,5.3999999999999995,80,8.1,4.80558595194085,8.5
1,17.5,1,1,11,outs,4,Texas Rangers,39817,5,6.0,81.1,9.2,2.551090909090909,8.0
1,2.5,0,1,11,era,1,Texas Rangers,39817,5,6.0,81.1,9.2,2.551090909090909,8.0
1,5.5,0,1,9,hits,1,Texas Rangers,39817,5,6.0,81.1,9.2,2.551090909090909,8.0
0,16.5,0,0,20,outs,2,Detroit Tigers,42436,4,6.0,80.7,8.1,5.607477477477477,8.5
0,2.5,1,0,20,era,1,Detroit Tigers,42436,4,6.0,80.7,8.1,5.607477477477477,8.5
0,5.5,0,0,22,hits,1,Detroit Tigers,42436,4,6.0,80.7,8.1,5.607477477477477,8.5
1,15.5,1,1,9,outs,4,Atlanta Braves,4705677,6,6.099999999999999,81.9,3.4,4.730688468158347,9.0
1,3.5,0,1,9,era,1,Atlanta Braves,4705677,6,6.099999999999999,81.9,3.4,4.730688468158347,9.0
1,5.5,1,1,7,hits,2,Atlanta Braves,4705677,6,6.099999999999999,81.9,3.4,4.730688468158347,9.0
1,16.5,0,0,14,outs,3,Texas Rangers,3107919,2,5.033333333333333,65.9,17.2,3.668461538461538,8.5
1,2.5,0,0,14,era,2,Texas Rangers,3107919,2,5.033333333333333,65.9,17.2,3.668461538461538,8.5
1,5.5,0,0,15,hits,2,Texas Rangers,3107919,2,5.033333333333333,65.9,17.2,3.668461538461538,8.5
0,15.5,1,1,8,outs,1,Arizona Diamondbacks,40971,8,4.6,94.9,15,2.7453846153846153,7.5
0,2.5,0,1,8,era,2,Arizona Diamondbacks,40971,8,4.6,94.9,15,2.7453846153846153,7.5
0,5.5,0,1,14,hits,1,Arizona Diamondbacks,40971,8,4.6,94.9,15,2.7453846153846153,7.5
0,14.5,1,0,13,outs,2,Boston Red Sox,40922,5,4.733333333333333,78,12.8,4.766363636363637,9.5
0,2.5,0,0,13,era,0,Boston Red Sox,40922,5,4.733333333333333,78,12.8,4.766363636363637,9.5
0,5.5,1,0,12,hits,0,Boston Red Sox,40922,5,4.733333333333333,78,12.8,4.766363636363637,9.5
0,17.5,1,1,11,outs,4,San Diego Padres,33696,7,6.033333333333334,61.1,9.2,4.408688524590164,7.5
0,2.5,0,1,11,era,1,San Diego Padres,33696,7,6.033333333333334,61.1,9.2,4.408688524590164,7.5
0,4.5,0,1,4,hits,3,San Diego Padres,33696,7,6.033333333333334,61.1,9.2,4.408688524590164,7.5
1,3.5,1,0,5,era,1,Baltimore Orioles,36067,5,4.733333333333333,74.9,15,4.823877551020408,7.5
1,5.5,0,0,13,hits,2,Baltimore Orioles,36067,5,4.733333333333333,74.9,15,4.823877551020408,7.5
1,16.5,1,0,16,outs,2,San Francisco Giants,4414215,6,5.3999999999999995,79.1,6.9,3.8056756756756753,7.5
1,2.5,0,0,16,era,2,San Francisco Giants,4414215,6,5.3999999999999995,79.1,6.9,3.8056756756756753,7.5
1,4.5,0,0,9,hits,3,San Francisco Giants,4414215,6,5.3999999999999995,79.1,6.9,3.8056756756756753,7.5
0,1.5,1,0,30,era,2,Chicago White Sox,39878,6,6.033333333333334,74.9,15,3.0839877300613496,7.5
0,18.5,0,0,30,outs,1,Chicago White Sox,39878,6,6.033333333333334,74.9,15,3.0839877300613496,7.5
0,4.5,1,0,29,hits,3,Chicago White Sox,39878,6,6.033333333333334,74.9,15,3.0839877300613496,7.5
0,16.5,0,1,21,outs,3,Colorado Rockies,42359,10,6.3999999999999995,69,11.4,2.6124399260628466,10.5
0,3.5,0,1,21,era,1,Colorado Rockies,42359,10,6.3999999999999995,69,11.4,2.6124399260628466,10.5
0,18.5,0,0,23,outs,2,Washington Nationals,42406,3,6.0,79.1,2.2,3.6130917874396133,8.0
0,2.5,1,0,23,era,2,Washington Nationals,42406,3,6.0,79.1,2.2,3.6130917874396133,8.0
0,5.5,1,0,26,hits,1,Washington Nationals,42406,3,6.0,79.1,2.2,3.6130917874396133,8.0
1,15.5,1,0,2,outs,2,Los Angeles Dodgers,4084179,5,4.666666666666667,81.9,5.8,4.685555555555555,10.5
1,3.5,1,0,2,era,0,Los Angeles Dodgers,4084179,5,4.666666666666667,81.9,5.8,4.685555555555555,10.5
1,5.5,1,0,5,hits,3,Los Angeles Dodgers,4084179,5,4.666666666666667,81.9,5.8,4.685555555555555,10.5
0,15.5,0,1,19,outs,3,Cincinnati Reds,31980,7,6.066666666666666,81.9,5.8,5.558571428571428,10.5
0,2.5,1,1,19,era,2,Cincinnati Reds,31980,7,6.066666666666666,81.9,5.8,5.558571428571428,10.5
0,4.5,1,1,30,hits,4,Cincinnati Reds,31980,7,6.066666666666666,81.9,5.8,5.558571428571428,10.5
0,15.5,0,0,12,outs,2,Minnesota Twins,33107,7,5.733333333333333,65.9,17.2,4.290092807424594,8.5
0,2.5,1,0,12,era,0,Minnesota Twins,33107,7,5.733333333333333,65.9,17.2,4.290092807424594,8.5
0,5.5,1,0,20,hits,1,Minnesota Twins,33107,7,5.733333333333333,65.9,17.2,4.290092807424594,8.5
0,2.5,0,0,27,era,2,Oakland Athletics,6341,5,5.3999999999999995,58.9,13.9,4.855,8.5
0,4.5,1,0,25,hits,2,Oakland Athletics,6341,5,5.3999999999999995,58.9,13.9,4.855,8.5
1,17.5,0,0,3,outs,4,Milwaukee Brewers,41277,4,5.733333333333333,78,12.8,3.0655877616747182,9.5
1,2.5,1,0,3,era,2,Milwaukee Brewers,41277,4,5.733333333333333,78,12.8,3.0655877616747182,9.5
1,5.5,1,0,2,hits,3,Milwaukee Brewers,41277,4,5.733333333333333,78,12.8,3.0655877616747182,9.5
0,15.5,0,1,17,outs,2,New York Mets,4683375,8,5.666666666666667,79.1,6.9,4.113333333333333,7.5
0,2.5,1,1,17,era,2,New York Mets,4683375,8,5.666666666666667,79.1,6.9,4.113333333333333,7.5
0,5.5,1,1,16,hits,0,New York Mets,4683375,8,5.666666666666667,79.1,6.9,4.113333333333333,7.5
1,16.5,1,1,29,outs,3,Seattle Mariners,39636,8,5.033333333333333,79.1,2.2,3.1488323917137477,8.0
1,2.5,0,1,29,era,0,Seattle Mariners,39636,8,5.033333333333333,79.1,2.2,3.1488323917137477,8.0
1,4.5,0,1,28,hits,4,Seattle Mariners,39636,8,5.033333333333333,79.1,2.2,3.1488323917137477,8.0
1,17.5,0,1,4,outs,3,Cleveland Guardians,40975,6,6.333333333333333,65,8.1,3.9049077490774904,7.5
1,2.5,1,1,4,era,2,Cleveland Guardians,40975,6,6.333333333333333,65,8.1,3.9049077490774904,7.5
1,5.5,1,1,18,hits,2,Cleveland Guardians,40975,6,6.333333333333333,65,8.1,3.9049077490774904,7.5
1,16.5,0,0,10,outs,2,Houston Astros,32789,7,3.733333333333333,58.9,13.9,3.9814492753623187,8.5
1,3.5,1,0,10,era,2,Houston Astros,32789,7,3.733333333333333,58.9,13.9,3.9814492753623187,8.5
1,6.5,1,0,1,hits,2,Houston Astros,32789,7,3.733333333333333,58.9,13.9,3.9814492753623187,8.5
1,14.5,1,1,1,outs,2,Philadelphia Phillies,33138,7,3.6666666666666665,69,11.4,4.232941176470588,10.5
1,4.5,0,1,1,era,1,Philadelphia Phillies,33138,7,3.6666666666666665,69,11.4,4.232941176470588,10.5
1,6.5,0,1,3,hits,2,Philadelphia Phillies,33138,7,3.6666666666666665,69,11.4,4.232941176470588,10.5
1,17.5,0,0,6,outs,2,New York Yankees,32055,5,6.333333333333333,61.1,9.2,3.5254802259887006,7.5
1,2.5,1,0,6,era,1,New York Yankees,32055,5,6.333333333333333,61.1,9.2,3.5254802259887006,7.5
1,4.5,1,0,6,hits,0,New York Yankees,32055,5,6.333333333333333,61.1,9.2,3.5254802259887006,7.5
1,18.5,1,0,28,outs,1,Miami Marlins,39910,6,6.066666666666666,94.9,15,3.234895104895105,7.5
1,2.5,1,0,28,era,3,Miami Marlins,39910,6,6.066666666666666,94.9,15,3.234895104895105,7.5
1,5.5,1,0,21,hits,2,Miami Marlins,39910,6,6.066666666666666,94.9,15,3.234895104895105,7.5
0,18.5,0,0,21,outs,3,Colorado Rockies,33709,7,7.066666666666666,65,11.4,3.7879718309859154,10.5
0,2.5,0,0,21,era,2,Colorado Rockies,33709,7,7.066666666666666,65,11.4,3.7879718309859154,10.5
0,6.5,0,0,8,hits,2,Colorado Rockies,33709,7,7.066666666666666,65,11.4,3.7879718309859154,10.5
1,14.5,1,0,1,outs,2,Philadelphia Phillies,38680,5,4.2,65,11.4,5.161928143712575,10.5
1,3.5,0,0,1,era,2,Philadelphia Phillies,38680,5,4.2,65,11.4,5.161928143712575,10.5
1,5.5,0,0,2,hits,1,Philadelphia Phillies,38680,5,4.2,65,11.4,5.161928143712575,10.5
1,1.5,1,0,7,era,3,New York Yankees,34943,4,5.3999999999999995,63.1,8.1,2.773239263803681,7.0
1,17.5,1,0,7,outs,3,New York Yankees,34943,4,5.3999999999999995,63.1,8.1,2.773239263803681,7.0
1,4.5,1,0,6,hits,3,New York Yankees,34943,4,5.3999999999999995,63.1,8.1,2.773239263803681,7.0
1,17.5,1,0,3,outs,3,Los Angeles Dodgers,39635,3,6.033333333333334,81.1,4.7,3.172728971962617,9.5
1,3.5,0,0,3,era,0,Los Angeles Dodgers,39635,3,6.033333333333334,81.1,4.7,3.172728971962617,9.5
1,5.5,0,0,4,hits,0,Los Angeles Dodgers,39635,3,6.033333333333334,81.1,4.7,3.172728971962617,9.5
1,17.5,1,1,10,outs,2,Houston Astros,39818,7,4.766666666666667,60,10.3,4.5236705490848585,8.5
1,2.5,0,1,10,era,3,Houston Astros,39818,7,4.766666666666667,60,10.3,4.5236705490848585,8.5
1,5.5,0,1,1,hits,2,Houston Astros,39818,7,4.766666666666667,60,10.3,4.5236705490848585,8.5
0,16.5,1,0,25,outs,3,St. Louis Cardinals,31258,4,4.733333333333333,80,3.4,4.385842519685039,8.0
0,2.5,1,0,25,era,1,St. Louis Cardinals,31258,4,4.733333333333333,80,3.4,4.385842519685039,8.0
0,5.5,1,0,20,hits,3,St. Louis Cardinals,31258,4,4.733333333333333,80,3.4,4.385842519685039,8.0
1,17.5,1,1,28,outs,3,Miami Marlins,38173,8,6.033333333333334,88.1,8.1,4.123506234413965,9.5
1,2.5,0,1,28,era,4,Miami Marlins,38173,8,6.033333333333334,88.1,8.1,4.123506234413965,9.5
1,6.5,1,1,18,hits,3,Miami Marlins,38173,8,6.033333333333334,88.1,8.1,4.123506234413965,9.5
1,15.5,1,0,4,outs,3,Cleveland Guardians,40973,1,5.5,65,9.2,3.9705297504798462,8.0
1,2.5,1,0,4,era,2,Cleveland Guardians,40973,1,5.5,65,9.2,3.9705297504798462,8.0
1,4.5,0,0,19,hits,3,Cleveland Guardians,40973,1,5.5,65,9.2,3.9705297504798462,8.0
0,17.5,1,0,23,outs,4,Washington Nationals,41221,4,5.3999999999999995,87,8.1,3.3966552706552706,9.0
0,2.5,0,0,23,era,3,Washington Nationals,41221,4,5.3999999999999995,87,8.1,3.3966552706552706,9.0
0,5.5,0,0,27,hits,2,Washington Nationals,41221,4,5.3999999999999995,87,8.1,3.3966552706552706,9.0
0,17.5,1,0,13,outs,2,San Diego Padres,32815,4,6.1000000000000005,63.1,8.1,4.545354838709677,7.0
0,2.5,0,0,13,era,2,San Diego Padres,32815,4,6.1000000000000005,63.1,8.1,4.545354838709677,7.0
0,5.5,0,0,5,hits,2,San Diego Padres,32815,4,6.1000000000000005,63.1,8.1,4.545354838709677,7.0
1,17.5,1,0,17,outs,2,Chicago Cubs,32116,7,5.0,80,3.4,4.346338983050847,8.0
1,2.5,1,0,17,era,3,Chicago Cubs,32116,7,5.0,80,3.4,4.346338983050847,8.0
1,5.5,0,0,25,hits,4,Chicago Cubs,32116,7,5.0,80,3.4,4.346338983050847,8.0
1,17.5,1,0,9,outs,3,Atlanta Braves,33722,6,7.0,81.1,9.2,3.676595238095238,8.5
1,2.5,0,0,9,era,2,Atlanta Braves,33722,6,7.0,81.1,9.2,3.676595238095238,8.5
1,5.5,1,0,7,hits,2,Atlanta Braves,33722,6,7.0,81.1,9.2,3.676595238095238,8.5
1,15.5,0,0,2,outs,3,Milwaukee Brewers,36071,4,5.066666666666666,74.9,6.9,4.459333333333333,9.5
1,2.5,1,0,2,era,1,Milwaukee Brewers,36071,4,5.066666666666666,74.9,6.9,4.459333333333333,9.5
1,5.5,1,0,3,hits,1,Milwaukee Brewers,36071,4,5.066666666666666,74.9,6.9,4.459333333333333,9.5
0,2.5,0,0,22,era,1,Pittsburgh Pirates,33860,7,5.3999999999999995,81.1,9.2,2.852027397260274,8.5
0,4.5,1,0,21,hits,3,Pittsburgh Pirates,33860,7,5.3999999999999995,81.1,9.2,2.852027397260274,8.5
0,2.5,1,0,8,era,3,Arizona Diamondbacks,36186,4,4.066666666666666,88.1,8.1,4.408051282051282,9.5
0,5.5,0,0,14,hits,2,Arizona Diamondbacks,36186,4,4.066666666666666,88.1,8.1,4.408051282051282,9.5
0,1.5,1,0,27,era,5,Oakland Athletics,4726080,5,5.366666666666667,60,10.3,3.9055698924731184,8.5
0,16.5,0,0,27,outs,2,Oakland Athletics,4726080,5,5.366666666666667,60,10.3,3.9055698924731184,8.5
0,4.5,1,0,26,hits,4,Oakland Athletics,4726080,5,5.366666666666667,60,10.3,3.9055698924731184,8.5
0,1.5,1,0,16,era,2,Los Angeles Angels,4345278,5,5.366666666666667,65,9.2,3.8132852233676973,8.0
0,17.5,1,0,16,outs,2,Los Angeles Angels,4345278,5,5.366666666666667,65,9.2,3.8132852233676973,8.0
0,4.5,1,0,11,hits,2,Los Angeles Angels,4345278,5,5.366666666666667,65,9.2,3.8132852233676973,8.0
1,2.5,0,0,29,era,1,Seattle Mariners,33305,4,4.7,87,8.1,2.7730588235294116,9.0
1,4.5,1,0,28,hits,3,Seattle Mariners,33305,4,4.7,87,8.1,2.7730588235294116,9.0
0,2.5,1,0,19,era,2,Cincinnati Reds,39251,5,4.366666666666666,81.1,4.7,5.547052631578947,9.5
0,4.5,1,0,29,hits,2,Cincinnati Reds,39251,5,4.366666666666666,81.1,4.7,5.547052631578947,9.5
0,15.5,1,1,20,outs,3,Colorado Rockies,4414528,9,6.666666666666667,83.9,6.9,4.716710144927536,10.5
0,3.5,0,1,20,era,1,Colorado Rockies,4414528,9,6.666666666666667,83.9,6.9,4.716710144927536,10.5
0,6.5,1,1,9,hits,2,Colorado Rockies,4414528,9,6.666666666666667,83.9,6.9,4.716710144927536,10.5
0,16.5,1,0,24,outs,3,Toronto Blue Jays,41196,7,5.666666666666667,63.9,8.1,3.4866503496503496,7.5
0,2.5,0,0,24,era,2,Toronto Blue Jays,41196,7,5.666666666666667,63.9,8.1,3.4866503496503496,7.5
0,5.5,1,0,23,hits,2,Toronto Blue Jays,41196,7,5.666666666666667,63.9,8.1,3.4866503496503496,7.5
1,18.5,0,0,26,outs,2,St. Louis Cardinals,6341,5,5.733333333333333,85.9,15,5.1370000000000005,8.0
