homeaway,line,hit,rightleft,opprank,last5,oppteam,pitcherID,k9,righthitters,inningspitchedlast3,kpercent,temperature,wind,fip,overunder,walkperKTeam,Kperwalk
0,6.5,0,1,30,3,Seattle Mariners,33244,9.15,9,6.066666666666666,0.27,81.9,2.2,3.8020162601626017,7.5,0.33029045643153526,2.450980392156863
1,3.5,1,0,4,4,Cleveland Guardians,41383,8.02,3,4.366666666666666,0.24,69,9.2,3.793042115572968,8.5,0.3906432748538012,2.935483870967742
0,5.5,1,0,28,4,Boston Red Sox,4726080,11.06,4,6.0,0.32,87,10.3,4.176,10.0,0.32493249324932494,2.58
1,5.5,1,0,23,2,Cincinnati Reds,39716,8.11,6,4.7,0.24,72.9,13.9,4.120206008583692,8.0,0.33301707779886147,3.5
1,4.5,1,0,26,3,Oakland Athletics,4411979,9.36,7,3.2000000000000006,0.28,72.9,18.3,3.8160000000000003,9.0,0.33424657534246577,2.08
1,4.5,0,0,15,2,Philadelphia Phillies,39910,8.49,4,6.333333333333333,0.25,108.1,5.8,3.337904761904762,8.5,0.3995943204868154,2.8285714285714287
0,4.5,0,1,10,1,New York Yankees,32672,8.62,5,5.033333333333333,0.24,79.1,5.8,3.9946666666666664,10.0,0.5068205666316894,3.3823529411764706
0,3.5,0,1,16,1,Los Angeles Dodgers,4705677,5.96,5,3.033333333333333,0.18,88.1,8.1,4.4428221343873515,8.5,0.45245245245245247,2.161290322580645
1,5.5,0,0,26,4,Oakland Athletics,33148,8.66,4,5.333333333333333,0.25,67.9,17.2,4.118298507462686,8.5,0.3351449275362319,2.480769230769231
0,4.5,0,1,8,1,Arizona Diamondbacks,42359,7.14,6,5.733333333333333,0.2,103,5.8,2.7661006864988558,8.5,0.43398268398268397,3.0588235294117645
1,3.5,0,0,4,4,Cleveland Guardians,5124114,10.92,3,4.7,0.3,74,4.7,5.200058823529412,8.0,0.39559164733178653,3.6666666666666665
0,7.5,0,0,18,3,Miami Marlins,34943,11.46,5,5.066666666666666,0.35,87,9.2,3.0865794655414907,7.5,0.2761998041136141,4.022222222222222
1,5.5,0,0,20,2,Detroit Tigers,5197166,10.94,6,4.333333333333333,0.32,61.1,9.2,5.36032044198895,8.0,0.3288069835111542,2.3157894736842106
0,5.5,1,0,28,2,Boston Red Sox,4717803,9.84,3,5.733333333333333,0.28,80,8.1,3.7759543666404407,10.5,0.32295373665480426,2.8958333333333335
0,3.5,1,1,5,4,Toronto Blue Jays,39818,6.83,6,6.666666666666667,0.2,67.9,17.2,4.522853493613824,8.5,0.4245175936435868,2.72972972972973
1,3.5,0,1,3,3,Houston Astros,31980,6.56,9,5.033333333333333,0.19,80,8.1,4.806371628371629,10.5,0.38267148014440433,1.46
0,4.5,0,0,17,2,San Francisco Giants,5182933,7.31,7,6.0,0.21,61.1,9.2,5.539623616236162,8.0,0.38454011741682975,2.588235294117647
1,4.5,0,1,25,4,Atlanta Braves,33839,7.51,9,5.066666666666666,0.21,85.9,9.2,4.489475409836066,10.0,0.31401869158878504,3.111111111111111
1,6.5,1,0,14,2,New York Mets,35124,8.99,5,6.0,0.26,74,5.8,3.583131667792032,7.5,0.3847715736040609,3.7
0,5.5,1,0,30,2,Seattle Mariners,33263,7.36,3,4.333333333333333,0.22,74,5.8,4.461783783783784,7.5,0.3319672131147541,2.369565217391304
1,3.5,0,0,7,2,Texas Rangers,32815,6.47,6,3.466666666666667,0.19,79.1,5.8,5.159833195706028,10.0,0.40720524017467247,1.6730769230769231
1,3.5,1,0,1,2,San Diego Padres,4345164,7.48,5,4.333333333333333,0.21,87,9.2,4.950853185595568,7.5,0.41405269761606023,3.3333333333333335
1,4.5,0,0,15,2,Philadelphia Phillies,32968,7.09,4,6.0,0.22,103,5.8,3.7601917808219176,8.5,0.4012096774193548,2.875
0,5.5,1,0,29,4,Colorado Rockies,4424862,9.87,5,6.666666666666667,0.29,85.9,9.2,3.334695156695157,10.0,0.2863284608770421,6.416666666666667
0,5.5,0,0,9,2,Minnesota Twins,4345278,9.7,7,5.3999999999999995,0.29,74,4.7,3.40616679779701,8.0,0.37927350427350426,4.419354838709677
1,8.5,0,0,27,1,Pittsburgh Pirates,33190,11.28,8,6.0,0.35,88.1,8.1,2.9093432835820896,8.5,0.3305709023941068,4.8
1,5.5,1,1,11,2,St. Louis Cardinals,4414528,7.44,7,4.366666666666666,0.22,80,4.7,5.066218045112782,8.5,0.34725050916496947,2.156862745098039
1,4.5,0,0,19,2,Chicago Cubs,33194,7.34,7,5.666666666666667,0.22,74.9,5.8,5.021105263157894,8.0,0.3815028901734104,2.4473684210526314
1,7.5,1,1,25,4,Atlanta Braves,33748,11.87,10,7.0,0.37,60,11.4,2.9326231884057967,6.5,0.31215469613259667,3.25
0,4.5,1,0,13,1,Los Angeles Angels,4734325,8.17,7,3.4333333333333336,0.23,80,8.1,5.100708185053381,9.0,0.36105476673427994,3.1875
1,6.5,1,0,29,1,Colorado Rockies,4721302,8.43,4,5.7,0.25,101,11.4,3.4841317614424407,8.5,0.2836456558773424,4.655172413793103
1,4.5,1,0,8,3,Texas Rangers,4720856,8.75,4,5.1000000000000005,0.25,72.1,10.3,4.561252559726962,9.0,0.40756756756756757,2.590909090909091
0,8.5,1,1,18,3,San Francisco Giants,30948,11.87,8,5.5,0.36,60,11.4,2.1208777943368107,6.5,0.3782483156881617,5.9
0,5.5,1,1,22,1,Milwaukee Brewers,28963,8.5,6,3.8000000000000003,0.23,76.9,5.8,3.0123333333333333,8.0,0.4210019267822736,3.4
1,4.5,1,0,5,2,Toronto Blue Jays,4081461,8.37,4,3.766666666666667,0.22,80,8.1,4.1756777408637875,9.0,0.4263217097862767,4.666666666666667
1,6.5,0,0,16,2,Los Angeles Dodgers,39825,10.92,3,5.366666666666667,0.33,76.9,5.8,4.140098398169336,8.0,0.452286282306163,3.2448979591836733
1,4.5,0,0,26,2,Pittsburgh Pirates,34848,7.61,9,4.7,0.22,72.9,6.9,5.2842631578947366,8.5,0.3315018315018315,2.8125
1,3.5,0,1,9,0,New York Yankees,4917816,5.49,5,4.0,0.16,74,6.9,6.715585365853659,9.0,0.5145833333333333,0.4166666666666667
0,6.5,0,0,21,3,Chicago White Sox,40626,10.47,4,5.033333333333333,0.32,74,6.9,3.6905511551155112,9.0,0.28160919540229884,2.35
1,5.5,0,0,2,3,Kansas City Royals,39671,9.93,5,6.0,0.29,79.1,2.2,3.8456666666666663,8.5,0.38681592039800994,5.137931034482759
0,5.5,0,1,4,3,Cleveland Guardians,5134630,9.2,7,6.133333333333333,0.26,74.9,5.8,3.577126463700234,8.0,0.3951612903225806,6.894736842105263
0,6.5,1,0,23,3,Cincinnati Reds,32082,11.2,4,6.333333333333333,0.33,80,4.7,3.1482780337941625,8.5,0.33271547729379053,5.225806451612903
0,4.5,1,0,28,0,Boston Red Sox,34973,8.8,6,5.0,0.25,72.1,10.3,2.8529130434782606,9.0,0.32660228270412645,2.25
0,3.5,1,1,7,4,Arizona Diamondbacks,34897,6.41,7,4.3999999999999995,0.18,70,0,4.97,8.5,0.4337606837606838,2.966666666666667
1,3.5,0,0,5,2,Toronto Blue Jays,34913,8.6,5,5.066666666666666,0.26,70,0,4.704390870185449,9.0,0.4269788182831661,2.09375
0,5.5,1,0,17,1,San Francisco Giants,29155,8.99,5,3.4666666666666663,0.27,70,0,4.708782029950083,8.0,0.3765490943755958,2.727272727272727
1,4.5,0,0,16,4,Los Angeles Dodgers,33950,7.24,4,5.7,0.21,70,0,4.5597330210772835,9.0,0.44871794871794873,2.861111111111111
1,5.5,0,1,29,0,Colorado Rockies,32675,5.29,7,5.2,0.15,70,0,5.432901960784314,8.5,0.28270042194092826,2.0
0,4.5,0,0,23,3,Cincinnati Reds,33793,7.87,5,4.666666666666667,0.23,70,0,4.030769679300292,8.5,0.333641404805915,3.1578947368421053
0,4.5,1,0,22,1,Milwaukee Brewers,4417230,7.06,8,4.733333333333333,0.2,70,0,4.061567299752271,9.0,0.41778202676864246,2.96875
0,5.5,0,0,19,4,Detroit Tigers,42406,8.93,6,5.7,0.25,70,0,3.073977808599168,6.5,0.32786885245901637,8.411764705882353
1,6.5,1,0,12,2,St. Louis Cardinals,39635,10.19,4,6.333333333333333,0.32,70,0,3.4225842068483576,8.5,0.34541792547834843,3.056603773584906
0,4.5,0,0,11,2,Baltimore Orioles,41290,7.57,3,5.1,0.22,70,0,4.14351724137931,9.0,0.35454545454545455,3.588235294117647
0,3.5,0,0,4,1,Cleveland Guardians,5002950,7.73,2,4.666666666666667,0.23,70,0,4.550549019607843,9.0,0.3951890034364261,1.8775510204081634
0,4.5,1,0,14,2,New York Mets,4298087,10.1,6,3.0,0.29,70,0,4.876717948717949,8.5,0.3847695390781563,1.3461538461538463
1,3.5,1,0,9,3,New York Yankees,4620398,6.17,5,6.333333333333333,0.18,70,0,4.724134663341646,9.0,0.516028955532575,2.391304347826087
0,3.5,0,0,28,1,Boston Red Sox,33107,5.87,5,4.033333333333333,0.17,70,0,4.773505617977528,9.5,0.3263525305410122,1.8125
0,5.5,0,0,13,1,Los Angeles Angels,32667,8.15,6,7.066666666666666,0.23,70,0,4.069445003594536,9.0,0.3604417670682731,3.073170731707317
1,5.5,0,0,8,0,Texas Rangers,41277,8.52,5,4.166666666666667,0.25,70,0,4.76390308370044,9.5,0.40728831725616294,3.6857142857142855
1,4.5,1,1,25,2,Atlanta Braves,4683375,8.35,9,4.533333333333334,0.24,70,0,4.35818018018018,8.0,0.3108477666362808,2.861111111111111
0,3.5,0,0,1,2,San Diego Padres,5101355,6.73,4,5.366666666666667,0.2,70,0,4.188526315789474,8.0,0.4114002478314746,2.3666666666666667
1,4.5,1,1,20,0,Chicago Cubs,34401,10.59,7,0.0,0.33,70,0,0.8250588235294116,9.0,0.38013371537726837,0.0
1,6.5,1,0,27,3,Pittsburgh Pirates,40429,10.73,6,6.033333333333334,0.32,70,0,3.348244263508512,8.0,0.32700993676603435,3.425531914893617
0,5.5,1,1,21,1,Chicago White Sox,36480,8.48,6,4.5,0.24,70,0,3.9292402551382,9.0,0.2824644549763033,4.586206896551724
1,5.5,0,0,26,2,Oakland Athletics,32776,7.25,6,5.666666666666667,0.21,70,0,4.536208955223881,8.5,0.3375224416517056,2.7
1,3.5,1,0,18,4,Miami Marlins,31864,7.58,6,4.8,0.22,70,0,5.827122807017544,9.0,0.27783155856727976,2.0
1,7.5,1,1,30,3,Seattle Mariners,42409,10.87,9,6.7,0.33,70,0,2.641447350771294,6.5,0.33035714285714285,6.206896551724138
1,3.5,0,1,6,2,Washington Nationals,39640,6.95,7,4.733333333333333,0.19,70,0,4.486724832214765,9.0,0.38870431893687707,1.7358490566037736
0,4.5,0,0,14,2,Philadelphia Phillies,5216700,7.61,5,5.066666666666666,0.23,70,0,3.2147647058823527,9.0,0.3997995991983968,3.8333333333333335
1,3.5,1,0,2,0,Kansas City Royals,4791597,9.0,7,0.0,0.25,70,0,3.778,8.5,0.38253382533825336,0.0
1,4.5,0,0,18,0,Chicago Cubs,31086,3.56,7,4.2,0.11,78,9.2,4.564138613861386,8.5,0.38022813688212925,1.3333333333333333
1,2.5,0,0,30,1,Seattle Mariners,4917779,10.02,5,1.4666666666666668,0.28,77.8,6.3,2.84624644549763,8.0,0.33065164923572005,2.9375
0,5.5,1,0,20,2,Detroit Tigers,4629089,6.8,4,5.733333333333333,0.2,77.8,6.3,2.732655870445344,8.0,0.3260038240917782,8.0
0,5.5,0,1,11,2,Baltimore Orioles,4917686,11.13,7,4.066666666666666,0.31,85,6.9,4.214363636363636,8.5,0.35707121364092276,3.5789473684210527
1,5.5,0,1,26,1,Oakland Athletics,40921,7.1,8,5.333333333333333,0.21,81.1,4.7,4.389267605633803,8.5,0.3392857142857143,1.6470588235294117
1,4.5,1,0,9,1,New York Yankees,42823,8.5,4,3.7999999999999994,0.25,78,9.2,4.566888888888888,9.0,0.516359918200409,1.7
1,4.5,0,0,5,2,Washington Nationals,38295,8.39,5,5.033333333333333,0.24,85,6.9,4.809520532741399,8.5,0.3898678414096916,2.210526315789474
0,5.5,0,0,15,3,Philadelphia Phillies,40944,10.66,5,5.666666666666667,0.31,81.9,5.8,5.1576954314720815,9.0,0.4017946161515454,2.0
1,1.5,0,0,12,1,St. Louis Cardinals,33403,10.52,6,1.0,0.31,85.9,5.8,4.1303809523809525,9.5,0.344,3.375
1,4.5,1,0,16,4,Los Angeles Dodgers,33249,8.07,4,4.366666666666666,0.23,76,5.8,4.8119869281045755,9.0,0.447265625,2.0
0,5.5,1,0,17,2,San Francisco Giants,33840,9.4,5,4.733333333333333,0.28,63.9,12.8,2.9779999999999998,7.5,0.375,4.7
0,3.5,1,0,4,3,Cleveland Guardians,31258,7.13,3,5.033333333333333,0.2,78,9.2,4.011333333333333,8.5,0.3970420932878271,4.0
0,3.5,0,0,14,4,New York Mets,4917636,6.81,5,4.3999999999999995,0.2,81.1,4.7,4.531211009174312,8.5,0.38622754491017963,3.142857142857143
1,4.5,1,1,29,0,Colorado Rockies,38173,6.36,8,4.066666666666666,0.17,101.9,3.4,4.435014590347924,9.0,0.2834448160535117,1.8
0,4.5,1,0,13,4,Los Angeles Angels,32811,7.0,4,6.333333333333333,0.21,81.1,6.9,5.121699731903485,8.5,0.36127744510978044,2.6363636363636362
0,4.5,1,0,23,3,Cincinnati Reds,31053,8.31,4,6.0,0.24,85.9,5.8,4.330671755725191,9.5,0.3324175824175824,2.42
1,4.5,1,1,27,3,Pittsburgh Pirates,31098,7.48,13,6.333333333333333,0.21,72.9,9.2,4.859503461918893,8.5,0.3247100802854594,2.4
0,3.5,0,0,1,3,San Diego Padres,33722,7.97,3,5.0,0.23,72.9,9.2,4.078070871722183,8.5,0.4123456790123457,3.125
1,7.5,0,1,25,2,Atlanta Braves,32175,12.86,7,5.033333333333333,0.41,63.9,12.8,6.320857142857143,7.5,0.31521739130434784,2.5
0,3.5,0,0,7,4,Arizona Diamondbacks,4415658,7.67,4,5.666666666666667,0.21,101.9,3.4,5.622444444444445,9.0,0.43842887473460723,4.6
1,4.5,0,0,8,1,Texas Rangers,41009,7.82,5,5.666666666666667,0.23,78,4.7,3.2874391244870043,9.5,0.4068157614483493,3.175
1,4.5,1,1,6,3,Toronto Blue Jays,32151,7.16,6,6.0,0.22,81.1,6.9,4.510426920462271,8.5,0.42747252747252745,2.0892857142857144
1,4.5,0,0,19,1,Miami Marlins,41247,6.75,7,5.066666666666666,0.19,81.9,5.8,4.955777777777778,9.0,0.2768199233716475,3.857142857142857
0,4.5,0,0,22,1,Milwaukee Brewers,39251,7.63,4,4.0,0.2,76,5.8,6.32014463840399,9.0,0.41800947867298577,2.4285714285714284
0,5.5,0,0,21,2,Chicago White Sox,5132011,10.77,5,4.6,0.28,78,9.2,4.797718309859155,9.0,0.2806026365348399,3.4
1,1.5,0,0,30,3,Seattle Mariners,39901,8.8,4,1.1333333333333335,0.26,76.2,8.9,4.968478260869565,8.5,0.33253397282174263,2.0
0,5.5,0,0,8,4,Texas Rangers,3107919,9.4,4,7.0,0.29,99.1,9.2,3.682462686567164,8.0,0.4069767441860465,4.117647058823529
0,5.5,1,0,20,2,Detroit Tigers,4654313,8.28,5,5.3999999999999995,0.25,76.2,8.9,3.5413793103448272,8.5,0.32386363636363635,4.129032258064516
1,4.5,0,1,10,3,Minnesota Twins,4142539,8.25,8,3.4,0.24,99.1,9.2,3.730555555555555,8.0,0.3783505154639175,5.5
0,7.5,0,0,22,2,Milwaukee Brewers,33837,11.48,6,5.733333333333333,0.34,72.9,16.1,3.2643582453290008,7.5,0.4191729323308271,6.826086956521739
1,5.5,0,1,26,3,Oakland Athletics,32106,7.19,9,5.733333333333333,0.21,83.9,4.7,5.012209302325581,8.5,0.347246891651865,2.06
1,5.5,1,0,25,2,Atlanta Braves,41216,7.67,6,7.066666666666666,0.22,65,8.1,2.809591961023142,7.0,0.31384892086330934,3.4146341463414633
0,6.5,0,1,17,2,San Francisco Giants,32685,8.54,7,3.033333333333333,0.25,65,8.1,3.562788778877888,7.0,0.37464788732394366,2.5555555555555554
0,3.5,0,0,14,2,New York Mets,4987645,7.24,8,5.466666666666666,0.21,83.9,4.7,4.3949630314232895,8.5,0.38811881188118813,2.5588235294117645
0,4.5,1,1,15,2,Philadelphia Phillies,4683356,7.66,7,5.7,0.22,85,3.4,4.1125,8.0,0.40118577075098816,3.161290322580645
0,5.5,1,0,11,4,Baltimore Orioles,36071,11.06,3,4.2,0.32,85.9,3.4,4.1939810189810185,8.5,0.35522388059701493,5.125
1,4.5,0,0,16,4,Los Angeles Dodgers,39716,7.72,5,5.366666666666667,0.23,72.9,16.1,4.073082744702321,7.5,0.446064139941691,3.4
1,5.5,1,0,28,2,Boston Red Sox,32804,7.46,5,6.366666666666667,0.21,85.9,3.4,3.5524981495188745,8.5,0.3241616509028375,7.466666666666667
1,6.5,0,0,5,4,Washington Nationals,31267,9.84,4,6.333333333333333,0.3,85,3.4,3.4246626180836706,8.0,0.38688524590163936,3.7674418604651163
1,3.5,1,0,4,3,Cleveland Guardians,40934,8.49,2,5.066666666666666,0.24,76,9.2,4.7856035455278,8.0,0.3952702702702703,2.925
1,5.5,0,0,5,1,Washington Nationals,33709,8.3,5,5.3999999999999995,0.24,83.9,6.9,4.005168831168831,9.0,0.3856988082340195,3.641025641025641
1,4.5,1,1,10,0,Minnesota Twins,32672,8.92,7,4.766666666666667,0.25,99.9,8.1,4.092614020950846,8.5,0.3761467889908257,3.5142857142857142
1,1.5,0,0,9,3,New York Yankees,4917779,10.0,7,1.4333333333333333,0.29,75.8,9.8,2.9425185185185185,8.0,0.5152129817444219,2.6666666666666665
1,2.5,1,0,1,4,San Diego Padres,39875,6.87,5,4.433333333333334,0.2,92,6.9,5.030805664830842,11.5,0.4156479217603912,1.94
1,6.5,1,0,28,1,Boston Red Sox,39878,8.46,3,5.733333333333333,0.25,83.9,10.3,3.6048093994778068,8.5,0.3251063829787234,3.789473684210526
0,5.5,0,0,22,3,Milwaukee Brewers,4345076,9.84,5,5.0,0.27,76,9.2,3.4530697674418604,8.0,0.41899441340782123,3.1333333333333333
0,6.5,1,0,20,3,Detroit Tigers,32081,10.38,3,5.166666666666667,0.29,75.8,9.8,4.212461538461539,8.0,0.32239925023430177,3.75
1,5.5,0,0,25,2,Atlanta Braves,40973,7.73,8,4.733333333333333,0.24,81.1,6.9,3.8111681415929204,8.0,0.3175735950044603,2.1555555555555554
0,3.5,0,1,12,3,St. Louis Cardinals,4417203,6.48,7,4.766666666666667,0.2,89,4.7,6.454,9.5,0.3472222222222222,2.0
1,3.5,0,0,6,3,Toronto Blue Jays,33173,6.27,5,5.333333333333333,0.18,81.1,6.9,5.286382934443289,9.5,0.4223669923995657,2.4814814814814814
0,6.5,0,0,27,3,Pittsburgh Pirates,41221,8.66,7,5.066666666666666,0.27,79.1,9.2,3.2982236024844718,7.0,0.3238938053097345,5.344827586206897
0,4.5,1,0,29,4,Colorado Rockies,4020158,8.28,5,4.433333333333334,0.24,92,6.9,4.050176683562635,11.5,0.2829875518672199,3.2564102564102564
0,4.5,0,0,23,2,Cincinnati Reds,33252,6.61,6,4.433333333333334,0.2,85,8.1,5.129593509820666,9.5,0.33242506811989103,1.5636363636363637
1,3.5,1,0,16,0,Los Angeles Dodgers,32116,6.26,3,4.666666666666667,0.18,89,4.7,4.210231884057971,9.5,0.44134615384615383,4.363636363636363
1,4.5,0,0,2,2,Kansas City Royals,33372,7.33,5,4.333333333333333,0.21,85,8.1,3.0502886597938144,9.5,0.38164251207729466,7.9
0,4.5,0,1,14,3,Philadelphia Phillies,31313,6.6,6,4.333333333333333,0.18,83.9,6.9,4.5803656550703185,9.0,0.4045275590551181,2.2
1,8.5,0,0,30,0,Seattle Mariners,4719507,11.11,5,5.7,0.34,79.1,9.2,2.9188979591836732,7.0,0.3330689928628073,5.041666666666667
0,4.5,1,0,15,2,New York Mets,5116856,7.73,6,4.3999999999999995,0.22,78,9.2,6.738102564102564,8.5,0.3899803536345776,1.763157894736842
1,5.5,0,0,7,2,Arizona Diamondbacks,4208281,9.66,5,5.066666666666666,0.29,88.1,13.9,3.7488373101952277,7.5,0.4383561643835616,3.09375
0,5.5,1,0,24,4,Tampa Bay Rays,4916269,7.33,6,6.366666666666667,0.21,88.1,13.9,3.6256129032258064,7.5,0.35603996366939145,3.4827586206896552
1,6.5,0,1,19,2,Miami Marlins,33244,8.93,7,5.666666666666667,0.27,78,9.2,3.8278461538461537,8.5,0.27714285714285714,2.480769230769231
0,4.5,0,0,8,4,Texas Rangers,41383,7.73,5,4.7,0.23,99.9,8.1,3.9209654528478057,8.5,0.4056603773584906,2.787878787878788
1,6.5,0,0,21,4,Chicago White Sox,4726080,10.94,3,6.333333333333333,0.31,94,9.2,4.3264500907441015,7.5,0.28344246959775493,2.576923076923077
0,6.5,1,0,13,4,Los Angeles Angels,4424862,10.17,7,6.666666666666667,0.3,81.1,6.9,3.400063829787234,8.0,0.3586206896551724,6.071428571428571
0,4.5,1,0,18,3,Chicago Cubs,4411979,9.33,6,3.1999999999999997,0.28,81.1,6.9,4.392181818181818,9.5,0.3818525519848771,2.111111111111111
1,3.5,1,0,16,3,Los Angeles Dodgers,4109034,6.82,5,4.8,0.2,87,10.3,3.8926969696969698,9.0,0.44072657743785854,1.935483870967742
1,3.5,1,1,30,1,Seattle Mariners,4705677,6.3,9,3.6999999999999997,0.19,83,10.3,4.218751633986928,8.5,0.33019607843137255,2.4193548387096775
0,4.5,1,0,12,4,Baltimore Orioles,4720856,8.77,4,5.433333333333333,0.25,80,10.3,4.569103896103896,9.5,0.3594515181194907,2.5531914893617023
1,4.5,1,1,28,2,Boston Red Sox,5085743,6.46,7,3.4,0.18,80,10.3,5.5804074074074075,9.5,0.3240270727580372,1.3478260869565217
0,7.5,0,1,20,2,Detroit Tigers,33696,9.93,6,5.466666666666666,0.29,73.3,13.4,4.4770238450074515,9.0,0.3212627669452182,3.3636363636363638
0,4.5,1,0,17,4,Chicago Cubs,33148,8.68,5,5.0,0.25,76,11.4,4.144223021582734,8.0,0.3818011257035647,2.4814814814814814
0,7.5,1,1,15,3,Los Angeles Angels,30948,12.0,7,5.466666666666666,0.36,79.1,6.9,2.0603038516405134,8.0,0.3553398058252427,5.84375
1,4.5,0,1,5,1,Washington Nationals,42359,6.94,6,5.133333333333333,0.2,79.1,12.8,2.8232498215560313,9.0,0.38403451995685006,3.176470588235294
0,4.5,1,0,8,4,Texas Rangers,5124114,10.9,5,4.366666666666666,0.3,101.9,6.9,4.5084037267080745,8.5,0.40186915887850466,4.333333333333333
0,7.5,0,0,29,2,Colorado Rockies,34943,11.3,4,3.733333333333333,0.35,94,6.9,3.206760972316003,10.5,0.28500823723228996,3.72
1,5.5,0,0,4,3,Cleveland Guardians,39825,10.63,5,5.666666666666667,0.32,76.9,9.2,4.186858497447119,7.5,0.394413407821229,3.176470588235294
1,4.5,0,0,25,3,Atlanta Braves,41065,6.5,8,6.0,0.19,79.1,6.9,5.293300751879699,8.0,0.3191489361702128,2.0
0,5.5,0,0,26,2,Oakland Athletics,5197166,10.73,7,3.6999999999999997,0.32,72.9,11.4,5.070810218978102,8.0,0.34951456310679613,2.227272727272727
1,6.5,0,0,20,3,Chicago White Sox,4717803,9.73,3,5.433333333333334,0.28,97.1,9.2,3.69499850857569,8.5,0.2841225626740947,2.9
1,4.5,1,1,7,1,Arizona Diamondbacks,35397,10.38,8,4.3999999999999995,0.27,90.1,4.7,4.711461538461538,7.0,0.4358706986444213,4.2
1,4.5,0,1,6,4,Toronto Blue Jays,41022,8.92,8,5.733333333333333,0.26,76,11.4,3.2419655172413795,8.0,0.42320085929108486,3.59375
1,4.5,1,0,9,2,New York Yankees,5182933,7.45,5,6.0,0.22,73.3,13.4,5.267594594594595,9.0,0.5140845070422535,2.5789473684210527
1,3.5,0,1,1,4,San Diego Padres,33839,7.36,7,4.8,0.2,94,6.9,4.4351359223300975,10.5,0.41849148418491483,2.8095238095238093
0,5.5,1,0,27,3,Pittsburgh Pirates,35124,9.05,7,6.0,0.27,83,10.3,3.7147754569190603,8.5,0.32396839332748023,3.5813953488372094
1,5.5,1,0,19,3,Miami Marlins,33263,7.41,5,4.333333333333333,0.22,76,13.9,4.305208157524613,8.5,0.27599243856332706,2.4893617021276597
0,5.5,1,1,13,1,Philadelphia Phillies,39636,9.78,7,4.7,0.27,79.1,12.8,3.628271565495208,9.0,0.4033203125,2.5185185185185186
0,4.5,0,0,14,2,New York Mets,4345164,7.41,6,5.033333333333333,0.21,76,13.9,5.567014962593516,8.5,0.39121951219512197,2.75
0,4.5,1,0,23,3,Cincinnati Reds,32640,7.65,9,6.666666666666667,0.23,83.9,11.4,3.8737874015748033,9.5,0.3300359712230216,2.8421052631578947
1,6.5,0,0,10,2,Minnesota Twins,31174,8.72,5,4.666666666666667,0.26,101.9,6.9,3.905283464566929,8.5,0.37449392712550605,4.241379310344827
1,5.5,0,1,2,3,Kansas City Royals,42433,9.23,8,5.433333333333334,0.27,83.9,11.4,4.0169201451905625,9.5,0.38562874251497004,3.323529411764706
1,4.5,1,0,18,4,San Francisco Giants,5132624,9.0,5,5.066666666666666,0.28,72.9,11.4,3.6174444444444447,8.0,0.37488372093023253,2.142857142857143
0,5.5,1,0,22,1,Milwaukee Brewers,4345278,9.81,5,5.3999999999999995,0.29,76.9,9.2,3.407670704012112,7.5,0.4160516605166052,4.5
0,5.5,0,0,24,2,Tampa Bay Rays,39910,8.35,5,5.7,0.24,90.1,4.7,3.3548181818181817,7.0,0.35591689250225833,2.7567567567567566
1,4.5,1,0,28,2,Boston Red Sox,31109,7.3,6,4.133333333333333,0.21,81.9,8.1,3.4751748178980226,9.5,0.32271584241408213,2.3636363636363638
1,4.5,0,1,2,3,Kansas City Royals,4414528,7.43,7,5.1,0.22,78,5.8,5.039811594202899,9.0,0.3831553973902728,2.1923076923076925
0,4.5,1,0,22,1,Milwaukee Brewers,33194,7.35,6,4.733333333333333,0.22,74,16.1,4.9046666666666665,8.5,0.4152153987167736,2.45
0,8.5,1,1,26,3,Oakland Athletics,33748,11.96,9,7.033333333333334,0.37,70.1,9.2,2.7551052631578945,7.0,0.3472584856396867,3.3666666666666667
0,4.5,1,0,18,2,Chicago Cubs,4734325,8.26,7,4.033333333333333,0.24,72.1,19.5,4.650341772151899,7.0,0.37988826815642457,3.625
1,2.5,0,0,1,1,San Diego Padres,4720860,4.46,5,3.1,0.12,90.9,4.7,3.163,11.5,0.4207980652962515,1.5
0,5.5,1,0,23,3,Cincinnati Reds,41172,8.67,6,5.733333333333333,0.25,78,5.8,3.6587507082152975,9.0,0.3300711743772242,3.4
0,5.5,1,0,15,2,Los Angeles Angels,29155,9.07,7,4.733333333333333,0.27,83.9,6.9,4.58363492063492,9.5,0.3524904214559387,2.760869565217391
0,4.5,0,1,11,3,St. Louis Cardinals,28963,7.12,7,4.2,0.2,83,10.3,2.9963333333333333,7.5,0.34881422924901184,3.1666666666666665
1,4.5,1,0,4,4,Cleveland Guardians,33950,7.19,5,6.033333333333334,0.21,74,16.1,4.443532938564027,8.5,0.39178690344062156,3.0
1,2.5,0,0,8,2,Arizona Diamondbacks,42584,10.29,5,1.6666666666666667,0.29,88.1,3.4,0.8772857142857142,7.5,0.43460350154479915,0.0
1,6.5,1,1,21,3,Chicago White Sox,36581,8.59,5,6.466666666666666,0.26,97.1,3.4,3.345215743440233,8.0,0.281651376146789,3.046511627906977
0,5.5,0,0,27,3,Pittsburgh Pirates,42406,8.87,11,4.433333333333333,0.25,74.9,9.2,3.1230532623169105,8.5,0.3243006993006993,7.7894736842105265
1,5.5,1,1,19,1,San Francisco Giants,39818,7.02,7,7.0,0.21,70.1,9.2,4.41831914893617,7.0,0.3697247706422018,2.972972972972973
