homeaway,line,hit,rightleft,opprank,last5,oppteam,pitcherID,k9,righthitters,inningspitchedlast3,kpercent,temperature,wind,fip,overunder,walkperKTeam,Kperwalk
0,5.5,1,1,4,2,New York Mets,5134630,9.21,7,5.733333333333333,0.27,63.1,10.3,2.201327485380117,7.5,0.3926247288503254,6.9411764705882355
0,3.5,0,0,10,3,Texas Rangers,33305,6.35,3,5.366666666666667,0.2,81.9,15,2.8805897435897436,9.0,0.4051222351571595,2.9375
0,3.5,1,0,1,2,Houston Astros,34954,7.45,5,4.333333333333333,0.22,78,13.9,5.1370000000000005,8.5,0.3721518987341772,1.510204081632653
0,5.5,0,0,3,4,Arizona Diamondbacks,4872587,11.12,5,5.666666666666667,0.33,89,9.2,2.6075882352941178,9.0,0.43187066974595845,4.9411764705882355
1,4.5,0,0,18,1,Chicago Cubs,32157,5.11,7,4.3999999999999995,0.14,76.9,9.2,5.2646595744680855,8.0,0.37676767676767675,1.40625
0,3.5,1,0,7,3,New York Mets,41516,8.93,14,2.066666666666667,0.27,76.9,9.2,3.320823529411765,8.0,0.3926247288503254,3.3684210526315788
0,5.5,1,1,13,2,Baltimore Orioles,33696,8.95,24,5.666666666666667,0.26,89,8.1,4.794458563535912,9.0,0.36069114470842334,3.6052631578947367
1,6.5,1,0,29,2,Colorado Rockies,40944,14.14,17,5.033333333333333,0.4,81.1,10.3,2.9275759162303667,7.5,0.28610354223433243,2.2857142857142856
1,2.5,0,0,11,0,San Francisco Giants,4713488,7.74,14,2.3666666666666667,0.22,63.1,10.3,4.222972850678733,9.5,0.3830227743271222,1.894736842105263
1,4.5,1,0,10,0,New York Yankees,4311625,10.71,5,0.0,0.29,89,8.1,2.898904761904762,9.0,0.5088300220750552,3.533333333333333
0,4.5,1,1,9,1,Texas Rangers,4683356,8.1,4,5.333333333333333,0.24,76,9.2,1.9047725118483414,8.0,0.4051222351571595,3.0
1,5.5,1,0,12,4,Washington Nationals,31174,9.64,4,5.7,0.31,76,9.2,3.550625304136253,8.0,0.3835294117647059,4.185185185185185
0,3.5,0,0,4,1,Miami Marlins,39898,8.02,7,2.1333333333333333,0.24,81.1,10.3,4.275613861386139,7.5,0.2736842105263158,1.8636363636363635
1,4.5,1,0,8,2,Cleveland Guardians,4726080,11.74,6,3.4,0.31,80,12.8,3.385447204968944,9.0,0.4012422360248447,2.36734693877551
1,4.5,0,1,9,1,Texas Rangers,32620,7.76,6,4.733333333333333,0.21,61.1,10.3,5.029792452830188,7.5,0.4051222351571595,1.736842105263158
0,5.5,0,1,26,1,Oakland Athletics,32672,7.75,8,6.0,0.23,61.1,10.3,4.226333333333333,7.5,0.3289349670122526,3.4516129032258065
0,3.5,1,0,2,1,Kansas City Royals,40922,8.1,8,3.733333333333333,0.26,72.1,15,4.2763333333333335,8.5,0.38786279683377306,2.433333333333333
1,6.5,1,1,25,2,Milwaukee Brewers,41054,11.52,7,4.133333333333333,0.33,72.1,15,2.3373127962085305,8.5,0.42045454545454547,3.533333333333333
0,5.5,1,0,8,4,Cleveland Guardians,33837,12.0,2,5.733333333333333,0.35,65,8.1,2.9763333333333333,7.5,0.4012422360248447,7.0
1,4.5,0,1,4,1,San Diego Padres,41022,7.91,6,4.2,0.25,58.9,11.4,2.044098901098901,7.5,0.4155672823218997,3.586206896551724
1,4.5,0,0,7,3,New York Mets,31053,6.75,5,6.333333333333333,0.21,76.9,5.8,4.5748181818181815,8.0,0.3926247288503254,2.3191489361702127
0,6.5,1,0,23,3,Minnesota Twins,35124,10.48,4,6.666666666666667,0.3,72.1,18.3,2.8519397089397085,8.0,0.3887005649717514,3.4210526315789473
1,5.5,0,0,20,3,Los Angeles Angels,33722,8.08,5,5.333333333333333,0.23,72.1,3.4,4.102183673469387,8.0,0.3483386923901393,3.2777777777777777
0,4.5,1,0,13,2,Los Angeles Dodgers,5116856,11.25,3,5.5,0.32,67.9,4.7,7.156157894736842,8.5,0.4561586638830898,1.78125
0,4.5,0,1,15,2,St. Louis Cardinals,33244,7.95,6,4.733333333333333,0.24,76.9,5.8,3.5418603988603987,8.0,0.3459051724137931,2.4347826086956523
1,4.5,1,0,30,2,Seattle Mariners,41383,9.36,4,4.733333333333333,0.28,72.1,18.3,1.806366336633663,8.0,0.3301476976542137,2.7096774193548385
1,5.5,1,0,22,3,Detroit Tigers,34954,7.94,5,5.333333333333333,0.24,65,8.1,5.143,7.5,0.3347107438016529,1.510204081632653
0,5.5,0,1,24,2,Pittsburgh Pirates,32151,6.82,9,6.0,0.21,72.1,3.4,4.825464454976303,8.0,0.3366045142296369,2.0
1,5.5,0,0,6,0,Miami Marlins,39251,9.0,6,0.0,0.24,67.9,4.7,5.143,8.5,0.2736842105263158,3.1
0,5.5,0,0,17,2,Chicago Cubs,32055,8.13,6,4.333333333333333,0.24,58.9,11.4,3.2032409638554213,7.5,0.37676767676767675,3.533333333333333
1,7.5,1,0,12,3,San Francisco Giants,31267,11.55,6,6.033333333333334,0.35,72.1,5.8,2.287602851323829,7.5,0.3830227743271222,3.6097560975609757
1,5.5,1,0,30,3,Seattle Mariners,3107919,8.7,5,6.366666666666667,0.26,67.9,12.8,3.7517348066298344,8.5,0.3301476976542137,4.413793103448276
0,3.5,0,0,2,3,Kansas City Royals,33950,5.91,6,5.666666666666667,0.16,74,11.4,4.56132283464567,9.0,0.38786279683377306,2.5714285714285716
0,5.5,1,0,11,3,Washington Nationals,39878,8.96,4,5.733333333333333,0.27,76.9,4.7,3.567728813559322,8.5,0.3835294117647059,3.8823529411764706
1,4.5,1,1,3,2,Toronto Blue Jays,42359,8.48,9,4.666666666666667,0.24,78,6.9,2.8669916897506926,8.0,0.42942583732057416,3.161290322580645
1,3.5,0,0,12,3,San Francisco Giants,38680,5.29,4,4.1000000000000005,0.15,58.9,24.2,5.144,10.5,0.3830227743271222,1.0434782608695652
0,5.5,0,0,13,3,Los Angeles Dodgers,40944,13.22,5,4.366666666666666,0.38,69,9.2,4.186654028436019,7.5,0.4561586638830898,2.2857142857142856
0,4.5,0,0,22,1,Minnesota Twins,4297897,6.07,6,5.066666666666666,0.17,67.9,12.8,5.314087976539589,8.5,0.3887005649717514,2.0
1,3.5,1,0,6,3,Arizona Diamondbacks,33249,7.53,4,2.4,0.22,79.1,11.4,4.339219123505976,8.5,0.43187066974595845,2.024390243902439
0,4.5,0,0,16,4,St. Louis Cardinals,4905900,9.27,5,5.1,0.3,80,11.4,4.08339393939394,8.5,0.3459051724137931,2.2222222222222223
0,2.5,0,0,26,2,Oakland Athletics,33107,6.43,6,1.4666666666666668,0.19,65.9,5.8,4.175746031746032,8.0,0.3289349670122526,2.037037037037037
0,4.5,0,0,9,1,New York Yankees,6341,6.11,7,5.7,0.18,74,6.9,6.085176470588236,8.5,0.5088300220750552,3.0
0,4.5,0,0,8,3,Cleveland Guardians,34892,6.85,2,4.3999999999999995,0.19,76,6.9,6.587708609271523,8.5,0.4012422360248447,2.6666666666666665
0,4.5,1,0,21,4,Atlanta Braves,41277,8.98,5,6.333333333333333,0.27,83.9,10.3,2.8186203904555316,8.5,0.31287128712871287,4.066666666666666
1,5.5,0,0,1,4,Houston Astros,40626,10.95,4,5.433333333333334,0.36,74,6.9,3.792648648648649,8.5,0.3721518987341772,2.490566037735849
1,3.5,0,0,7,3,New York Mets,32116,6.86,5,5.133333333333333,0.18,80,11.4,4.739238095238095,8.5,0.3926247288503254,3.909090909090909
0,4.5,1,1,24,3,Pittsburgh Pirates,40975,10.38,10,4.733333333333333,0.29,78,8.1,2.8875897435897437,8.0,0.3366045142296369,2.3142857142857145
1,4.5,0,0,20,1,Los Angeles Angels,42449,5.14,4,5.366666666666667,0.14,78,8.1,6.8582857142857145,8.0,0.3483386923901393,2.3846153846153846
0,4.5,1,0,17,0,Chicago Cubs,4722847,8.25,5,3.6,0.22,70.1,12.8,5.560666666666666,9.0,0.37676767676767675,2.380952380952381
1,5.5,0,0,28,4,Boston Red Sox,33860,9.23,3,6.0,0.28,83.9,10.3,3.0300398860398863,8.5,0.32358490566037734,2.7567567567567566
1,3.5,0,0,10,3,Texas Rangers,32789,6.21,4,5.3999999999999995,0.16,65.9,5.8,3.7154285714285713,8.0,0.4051222351571595,2.533333333333333
1,5.5,0,0,25,2,Milwaukee Brewers,34873,6.33,6,6.366666666666667,0.19,74,11.4,3.769,9.0,0.42045454545454547,3.8484848484848486
1,4.5,1,1,5,3,San Diego Padres,5134630,9.39,8,6.366666666666667,0.28,70.1,12.8,2.3673009708737864,9.0,0.4155672823218997,6.9411764705882355
1,3.5,1,0,15,2,Baltimore Orioles,33305,7.46,3,5.333333333333333,0.23,76.9,4.7,2.4810165745856354,8.5,0.36069114470842334,2.9375
1,6.5,0,0,4,3,Miami Marlins,4872587,10.07,4,6.0,0.3,69,9.2,3.0963809523809527,7.5,0.2736842105263158,4.9411764705882355
0,5.5,1,0,27,4,Cincinnati Reds,39910,9.71,4,5.333333333333333,0.29,79.1,11.4,3.380842105263158,8.5,0.3336653386454183,2.967741935483871
1,5.5,0,0,24,2,Milwaukee Brewers,41172,9.16,3,5.666666666666667,0.28,71,8.1,3.4023628318584067,8.5,0.42045454545454547,3.1944444444444446
1,4.5,1,1,1,4,Houston Astros,33696,9.0,4,5.666666666666667,0.26,80,10.3,4.600860465116279,9.5,0.3721518987341772,3.6052631578947367
1,5.5,1,0,30,2,Seattle Mariners,35999,8.98,4,6.0,0.24,72.9,9.2,3.994579514824798,7.5,0.3301476976542137,3.761904761904762
1,7.5,1,1,29,1,Boston Red Sox,30948,11.09,4,6.333333333333333,0.33,85.9,9.2,2.6376729857819905,8.5,0.32358490566037734,5.535714285714286
0,6.5,1,0,19,4,Chicago Cubs,34943,11.0,5,6.3999999999999995,0.37,63.9,6.9,2.2832362525458247,7.5,0.37676767676767675,4.046511627906977
1,4.5,0,0,3,2,Miami Marlins,4417230,6.39,4,5.366666666666667,0.19,74,3.4,3.790578947368421,9.0,0.2736842105263158,2.806451612903226
0,6.5,0,0,22,2,Minnesota Twins,42406,9.4,6,6.0,0.27,72.9,9.2,2.9965870069605565,7.5,0.3887005649717514,8.733333333333333
1,4.5,0,0,5,2,Arizona Diamondbacks,4084179,7.35,5,5.7,0.2,80,4.7,4.179408163265306,9.0,0.43187066974595845,2.111111111111111
1,3.5,0,0,6,1,San Diego Padres,42996,6.89,6,4.066666666666666,0.2,63.9,6.9,2.303144144144144,7.5,0.4155672823218997,2.761904761904762
1,5.5,0,1,10,3,Texas Rangers,39818,6.6,4,6.066666666666666,0.2,78,13.9,4.714555555555555,7.5,0.4051222351571595,2.787878787878788
0,3.5,0,0,2,5,Kansas City Royals,32684,7.25,6,5.366666666666667,0.2,71,8.1,3.881222222222222,8.5,0.38786279683377306,2.1666666666666665
0,3.5,0,1,27,1,Cincinnati Reds,38173,3.91,9,5.333333333333333,0.11,80,4.7,4.767695652173913,9.0,0.3336653386454183,1.7586206896551724
0,4.5,1,0,12,1,Washington Nationals,4311625,13.7,4,4.2,0.39,87,10.3,2.072043478260869,8.5,0.3835294117647059,3.533333333333333
0,4.5,1,0,26,1,Oakland Athletics,33252,7.14,7,6.0,0.22,78,13.9,5.469344827586207,7.5,0.3289349670122526,1.6
1,4.5,0,1,16,2,Baltimore Orioles,4683356,7.33,7,5.366666666666667,0.22,87,10.3,3.0478888888888886,8.5,0.36069114470842334,3.0
0,5.5,0,0,18,1,Atlanta Braves,36071,8.4,5,5.5,0.24,85.9,9.2,5.159,8.5,0.31287128712871287,5.086956521739131
1,2.5,0,0,11,3,San Francisco Giants,39898,7.76,3,2.766666666666667,0.21,58,11.4,4.538310344827586,9.5,0.3830227743271222,1.8636363636363635
0,4.5,0,1,13,2,Los Angeles Dodgers,41178,7.43,4,5.066666666666666,0.21,74,3.4,5.076475728155339,9.0,0.4561586638830898,3.35
0,4.5,0,0,9,3,New York Yankees,4726080,10.66,4,4.133333333333334,0.28,80,10.3,5.244308056872038,9.5,0.5088300220750552,2.36734693877551
0,4.5,0,0,14,4,Chicago White Sox,33194,8.63,6,5.3999999999999995,0.25,52.1,15,3.19990036900369,8.0,0.2852852852852853,3.0
1,4.5,1,0,11,2,San Francisco Giants,39875,6.17,6,6.066666666666666,0.18,49,8.1,5.065654867256637,9.5,0.3830227743271222,1.9166666666666667
1,4.5,0,0,8,3,Cleveland Guardians,33793,8.8,2,6.066666666666666,0.26,52.1,15,4.296333333333333,8.0,0.4012422360248447,3.2941176470588234
1,6.5,0,0,6,2,Arizona Diamondbacks,39635,10.58,5,6.3999999999999995,0.33,72.1,8.1,3.40690243902439,9.0,0.43187066974595845,2.98
0,6.5,0,0,22,2,Minnesota Twins,41221,9.35,4,6.766666666666667,0.3,61.1,12.8,3.451461538461538,7.0,0.3887005649717514,5.5
1,4.5,1,0,1,2,Houston Astros,32815,8.53,6,4.733333333333333,0.25,65.9,5.8,5.129824644549762,8.0,0.3721518987341772,1.7551020408163265
0,4.5,1,0,19,0,Los Angeles Angels,32640,7.71,4,4.166666666666667,0.22,67.9,9.2,3.834296296296296,8.5,0.3483386923901393,2.657142857142857
1,8.5,1,0,30,0,Seattle Mariners,39671,11.25,5,5.0,0.34,61.1,12.8,3.049363636363636,7.0,0.3301476976542137,5.071428571428571
1,5.5,0,1,2,2,Kansas City Royals,4326697,9.78,7,5.733333333333333,0.29,67.9,9.2,4.13860975609756,8.5,0.38786279683377306,2.5925925925925926
0,4.5,1,0,9,4,New York Yankees,41829,8.37,6,5.733333333333333,0.27,65.9,5.8,4.206083900226757,8.0,0.5088300220750552,2.5208333333333335
0,4.5,0,0,27,1,Cincinnati Reds,41462,7.22,5,5.366666666666667,0.22,72.1,8.1,5.144132075471698,9.0,0.3336653386454183,4.214285714285714
0,6.5,0,0,24,2,Milwaukee Brewers,32082,11.28,4,6.366666666666667,0.34,53,12.8,2.7356495726495726,7.5,0.42045454545454547,5.25
1,3.5,1,0,16,2,St. Louis Cardinals,39716,9.0,3,4.333333333333333,0.26,53,12.8,7.339470588235294,7.5,0.3459051724137931,3.125
0,2.5,1,0,1,0,Houston Astros,33124,6.43,5,0.0,0.2,87,9.2,2.109,8.5,0.3721518987341772,1.5
0,4.5,0,0,10,2,Texas Rangers,28968,6.78,3,5.666666666666667,0.19,88.1,11.4,5.304121951219512,8.5,0.4051222351571595,2.7096774193548385
1,6.5,0,0,19,2,Chicago Cubs,29155,8.61,4,6.666666666666667,0.27,76,10.3,3.978565217391304,8.5,0.37676767676767675,2.5952380952380953
0,4.5,0,0,12,0,San Francisco Giants,39836,4.5,3,0.0,0.13,60,10.3,4.775666666666667,8.0,0.3830227743271222,1.6
1,6.5,1,1,27,0,Oakland Athletics,36581,7.71,9,5.7,0.24,87,9.2,3.274745856353591,8.5,0.3289349670122526,2.8421052631578947
1,5.5,0,0,18,0,St. Louis Cardinals,41065,6.62,4,5.3999999999999995,0.19,65.9,9.2,4.970471861471861,8.5,0.3459051724137931,1.9787234042553192
0,4.5,1,0,16,1,Atlanta Braves,5002950,7.86,4,5.033333333333333,0.24,76,10.3,2.9010997920997923,8.5,0.31287128712871287,1.9777777777777779
0,4.5,0,1,17,0,Philadelphia Phillies,39876,4.39,6,0.0,0.12,61.1,12.8,8.230951219512196,7.5,0.4036208732694356,0.5
1,5.5,0,0,6,3,Cleveland Guardians,33203,9.0,3,7.0,0.26,88.1,11.4,2.4166923076923075,8.5,0.4012422360248447,3.391304347826087
0,5.5,0,0,20,1,Los Angeles Angels,30820,8.58,4,4.733333333333333,0.24,65.9,9.2,4.395031042128603,8.5,0.3483386923901393,2.3658536585365852
1,4.5,1,0,15,3,Los Angeles Dodgers,41216,7.16,3,4.733333333333333,0.2,60,10.3,2.922874788494078,8.0,0.4561586638830898,3.361111111111111
0,4.5,0,0,21,2,Minnesota Twins,32815,7.84,4,4.766666666666667,0.23,72.1,12.8,4.934726141078838,8.0,0.3887005649717514,1.7551020408163265
1,6.5,0,0,5,4,New York Yankees,39671,10.42,5,5.7,0.31,72.1,12.8,3.148920159680639,8.0,0.5088300220750552,5.071428571428571
1,5.5,0,1,7,4,New York Mets,39817,8.85,7,7.0,0.28,61.1,12.8,2.685271186440678,7.5,0.3926247288503254,4.296296296296297
0,5.5,1,0,29,1,Boston Red Sox,42480,10.64,3,6.0,0.33,65,6.9,3.018090909090909,8.5,0.32358490566037734,3.6785714285714284
1,5.5,1,0,23,2,Tampa Bay Rays,41009,8.84,6,6.3999999999999995,0.26,65,6.9,2.195206896551724,8.5,0.36327739387956565,3.5142857142857142
0,5.5,1,0,21,4,Minnesota Twins,41085,9.86,4,5.466666666666666,0.3,61.1,11.4,3.413804780876494,8.0,0.3887005649717514,3.35
1,3.5,0,0,23,3,Tampa Bay Rays,4326801,8.66,6,4.7,0.25,56,11.4,4.352113402061856,8.0,0.36327739387956565,3.235294117647059
1,5.5,1,0,27,1,Oakland Athletics,41261,7.75,7,4.3999999999999995,0.23,79.1,13.9,4.2739403973509935,9.0,0.3289349670122526,1.4210526315789473
0,6.5,1,0,19,3,Chicago Cubs,4918156,10.7,5,6.0,0.32,63.1,6.9,3.3980188679245287,7.5,0.37676767676767675,3.6296296296296298
1,5.5,0,0,5,3,New York Yankees,42450,9.85,4,6.333333333333333,0.28,61.1,11.4,3.096132075471698,8.0,0.5088300220750552,6.304347826086956
0,3.5,1,0,1,1,Houston Astros,4917636,9.88,6,5.0,0.26,79.1,13.9,5.554024390243903,9.0,0.3721518987341772,2.8095238095238093
0,4.5,0,1,17,0,Philadelphia Phillies,32106,6.23,7,5.066666666666666,0.17,67,12.8,4.651796536796537,8.0,0.4036208732694356,2.1363636363636362
1,5.5,1,1,26,1,Pittsburgh Pirates,41022,8.53,8,4.133333333333333,0.25,63.1,6.9,5.430789473684211,7.5,0.3366045142296369,3.586206896551724
1,4.5,0,0,9,1,New York Mets,31864,6.55,6,6.066666666666666,0.19,67,12.8,5.705909090909091,8.0,0.3926247288503254,2.0476190476190474
1,8.5,0,0,25,4,Cincinnati Reds,33190,11.76,4,6.666666666666667,0.36,63.1,3.4,2.5343548387096777,7.5,0.3336653386454183,4.5588235294117645
0,4.5,0,0,29,4,Boston Red Sox,36052,8.78,4,5.733333333333333,0.24,56,11.4,2.830447154471545,8.0,0.32358490566037734,4.695652173913044
1,5.5,0,1,19,2,Los Angeles Angels,32672,8.96,6,6.0,0.25,81.1,5.8,4.144099547511312,9.0,0.3483386923901393,3.4516129032258065
0,4.5,0,0,17,3,St. Louis Cardinals,4720856,7.73,4,5.366666666666667,0.22,72.9,3.4,5.120459833795014,8.0,0.3459051724137931,2.710526315789474
0,4.5,0,0,14,4,Baltimore Orioles,4654313,8.97,4,6.333333333333333,0.27,70.1,9.2,4.045540229885058,8.5,0.36069114470842334,3.7666666666666666
1,5.5,0,0,23,1,Tampa Bay Rays,33148,8.42,5,4.766666666666667,0.24,53,9.2,4.70604158004158,8.5,0.36327739387956565,2.3958333333333335
0,5.5,0,0,7,2,Miami Marlins,4414215,9.44,5,6.1,0.26,87,11.4,3.558098765432099,7.5,0.2736842105263158,3.25
1,7.5,0,1,27,2,Oakland Athletics,41054,10.29,8,6.1000000000000005,0.3,79.1,5.8,2.5545714285714283,8.5,0.3289349670122526,3.533333333333333
0,4.5,0,0,15,1,Los Angeles Dodgers,33249,6.43,3,3.4666666666666663,0.18,62,3.4,5.468857142857143,8.5,0.4561586638830898,2.024390243902439
0,6.5,0,0,1,3,Houston Astros,39825,11.71,7,5.366666666666667,0.36,79.1,5.8,3.45120325203252,8.0,0.3721518987341772,3.311111111111111
1,5.5,0,0,24,3,Milwaukee Brewers,4717803,9.95,7,4.733333333333333,0.26,79.1,5.8,5.497967654986523,8.0,0.42045454545454547,2.8636363636363638
0,4.5,0,0,16,2,Philadelphia Phillies,41290,6.81,5,6.0,0.19,72.1,6.9,3.305282868525896,7.5,0.4036208732694356,3.59375
1,5.5,0,1,25,0,Cincinnati Reds,31980,4.9,8,5.733333333333333,0.15,62,3.4,5.144140589569161,8.5,0.3336653386454183,1.4081632653061225
1,5.5,1,1,9,2,New York Mets,39667,10.16,8,5.3999999999999995,0.3,87,11.4,3.744279569892473,7.5,0.3926247288503254,2.6363636363636362
1,4.5,0,1,30,1,Seattle Mariners,39948,7.85,9,5.6,0.23,70.1,9.2,3.067860465116279,8.5,0.3301476976542137,8.0
1,4.5,0,0,29,3,Boston Red Sox,31053,7.04,4,6.0,0.22,72.9,3.4,4.5805454545454545,8.0,0.32358490566037734,2.3191489361702127
1,4.5,0,0,26,2,Pittsburgh Pirates,33173,7.45,7,4.366666666666666,0.18,60,8.1,6.967059602649007,7.5,0.3366045142296369,2.3076923076923075
0,3.5,1,0,20,3,Atlanta Braves,4020158,9.0,6,4.7,0.25,70.1,6.9,3.9926666666666666,8.5,0.31287128712871287,3.2222222222222223
1,4.5,0,1,4,4,San Diego Padres,32685,7.13,7,6.666666666666667,0.21,70.1,6.9,3.9390081300813007,8.5,0.4155672823218997,2.58974358974359
0,4.5,1,0,6,1,New York Yankees,32769,8.11,5,3.1,0.2,69,6.9,5.288162162162163,7.5,0.5088300220750552,1.6666666666666667
1,6.5,0,1,11,2,Chicago White Sox,36480,8.52,8,5.733333333333333,0.25,69,6.9,3.39178073089701,7.5,0.2852852852852853,4.357142857142857
0,6.5,1,0,21,1,Chicago Cubs,4719507,16.2,3,4.0,0.51,60,8.1,2.026,7.5,0.37676767676767675,5.631578947368421
0,4.5,0,0,12,1,San Francisco Giants,4019484,7.71,5,6.3999999999999995,0.21,58.9,8.1,3.983142857142857,7.0,0.3830227743271222,2.717948717948718
1,4.5,0,0,22,1,Detroit Tigers,4916269,7.11,7,3.733333333333333,0.18,98,8.1,4.156927835051546,8.0,0.3347107438016529,3.0714285714285716
0,3.5,0,0,5,3,Cleveland Guardians,41383,7.48,4,4.433333333333334,0.22,71,3.4,3.026332225913621,8.0,0.4012422360248447,2.7096774193548385
0,5.5,1,1,8,5,Arizona Diamondbacks,42409,10.8,8,6.366666666666667,0.33,98,8.1,1.926,8.0,0.43187066974595845,6.230769230769231
1,5.5,0,0,18,4,Minnesota Twins,34954,7.64,6,6.066666666666666,0.24,71,3.4,4.866976645435244,8.0,0.3887005649717514,1.510204081632653
0,3.5,1,1,3,3,Toronto Blue Jays,40360,7.09,8,5.0,0.2,53,9.2,5.147276595744681,8.5,0.42942583732057416,4.285714285714286
0,4.5,0,1,10,3,Texas Rangers,32151,6.42,5,6.1000000000000005,0.2,81.1,5.8,4.498549019607843,9.0,0.4051222351571595,2.0
1,6.5,0,0,13,3,Washington Nationals,31267,10.61,3,5.333333333333333,0.32,72.1,6.9,2.727328903654485,7.5,0.3835294117647059,3.6097560975609757
0,4.5,0,0,5,4,Cleveland Guardians,3107919,9.38,3,5.7,0.28,69,6.9,3.3567659574468087,7.5,0.4012422360248447,4.413793103448276
1,4.5,1,1,8,1,New York Mets,40971,12.72,8,5.1,0.32,88.1,13.9,3.6874782608695655,7.5,0.3926247288503254,8.5
0,3.5,0,0,1,2,Houston Astros,40922,7.3,6,5.333333333333333,0.22,89,5.8,4.976460732984293,8.5,0.3721518987341772,2.433333333333333
1,5.5,1,1,14,1,Washington Nationals,42359,8.63,7,5.733333333333333,0.24,65,5.8,2.592979591836735,7.5,0.3835294117647059,3.161290322580645
0,4.5,1,0,16,0,Los Angeles Dodgers,4084179,7.47,4,5.0,0.21,63.9,8.1,4.554788381742739,8.5,0.4561586638830898,2.111111111111111
1,4.5,1,0,30,4,Seattle Mariners,41196,9.9,6,5.1000000000000005,0.29,65,6.9,3.444,7.0,0.3301476976542137,3.611111111111111
0,5.5,1,0,9,5,Arizona Diamondbacks,33837,11.96,6,6.133333333333333,0.35,99.1,12.8,2.7749963099631,7.5,0.43187066974595845,7.0
1,3.5,0,0,21,0,Los Angeles Angels,33107,5.67,4,3.7999999999999994,0.17,90.1,5.8,4.3513490813648295,8.5,0.3483386923901393,2.037037037037037
1,5.5,0,0,23,2,Milwaukee Brewers,6341,6.88,4,6.333333333333333,0.21,89,5.8,5.232235294117647,8.5,0.42045454545454547,3.0
1,6.5,0,0,24,1,Tampa Bay Rays,32667,9.19,8,5.033333333333333,0.24,58.9,6.9,3.500294536817102,7.5,0.36327739387956565,3.3055555555555554
0,5.5,0,0,17,4,St. Louis Cardinals,41277,8.84,4,6.333333333333333,0.26,83.9,4.7,2.8853793103448275,8.5,0.3459051724137931,4.066666666666666
1,5.5,0,1,28,2,Colorado Rockies,4683375,8.02,8,5.666666666666667,0.24,58.9,10.3,3.7985454545454544,8.0,0.28610354223433243,2.764705882352941
0,5.5,0,0,13,5,Baltimore Orioles,35124,9.88,3,6.3999999999999995,0.29,65,6.9,3.2105557404326124,7.0,0.36069114470842334,3.4210526315789473
0,4.5,0,0,6,3,Miami Marlins,33263,7.73,7,6.0,0.23,88.1,13.9,3.9643125,7.5,0.2736842105263158,2.1818181818181817
0,6.5,0,1,15,2,Philadelphia Phillies,39636,10.54,7,4.666666666666667,0.3,65,5.8,3.1656919739696314,7.5,0.4036208732694356,2.772727272727273
1,4.5,0,0,29,2,Boston Red Sox,32116,6.62,6,5.333333333333333,0.18,83.9,4.7,4.615698113207547,8.5,0.32358490566037734,3.909090909090909
0,5.5,0,1,10,3,Texas Rangers,40975,9.35,6,6.0,0.26,90.1,5.8,3.0655686274509804,8.5,0.4051222351571595,2.3142857142857145
0,2.5,0,0,2,2,Kansas City Royals,32789,5.54,5,4.066666666666666,0.15,87,6.9,3.9132307692307693,9.5,0.38786279683377306,2.533333333333333
1,6.5,1,0,27,3,Oakland Athletics,34873,8.02,8,7.066666666666666,0.24,87,6.9,3.2054439324116744,9.5,0.3289349670122526,3.8484848484848486
0,2.5,1,1,11,0,San Francisco Giants,33138,4.29,8,4.0,0.12,58.9,10.3,3.3820952380952383,8.0,0.3830227743271222,2.125
1,5.5,1,0,25,0,Cincinnati Reds,39251,8.93,3,3.55,0.25,63.9,8.1,5.052396946564886,8.5,0.3336653386454183,3.1
1,5.5,1,0,22,3,Detroit Tigers,39910,9.86,6,5.666666666666667,0.29,99.1,12.8,3.144,7.5,0.3347107438016529,2.967741935483871
0,4.5,0,0,3,2,Toronto Blue Jays,32804,6.71,8,5.733333333333333,0.18,58.9,6.9,3.6694237288135594,7.5,0.42942583732057416,6.928571428571429
1,3.5,0,0,4,3,San Diego Padres,4301067,7.37,6,4.433333333333333,0.19,76.9,4.7,5.43648275862069,9.0,0.4155672823218997,2.6666666666666665
0,3.5,0,0,11,1,San Francisco Giants,38680,5.31,7,4.533333333333334,0.15,61.1,8.1,5.419573696145125,7.5,0.3830227743271222,1.0434782608695652
0,6.5,1,0,16,0,Los Angeles Dodgers,39635,10.21,4,5.733333333333333,0.32,67,9.2,3.3238213058419244,8.0,0.4561586638830898,2.98
1,4.5,0,0,27,2,Colorado Rockies,37909,6.79,6,4.666666666666667,0.21,61.1,8.1,3.510490566037736,7.5,0.28610354223433243,2.1904761904761907
1,3.5,0,1,22,2,Detroit Tigers,38173,5.28,9,5.033333333333333,0.15,94.9,8.1,4.471648093841642,8.5,0.3347107438016529,1.7586206896551724
1,4.5,1,0,25,1,Cincinnati Reds,4417826,7.13,6,5.333333333333333,0.22,67,9.2,4.686653465346534,8.0,0.3336653386454183,3.5
0,4.5,0,0,8,3,Arizona Diamondbacks,40920,7.61,6,5.2,0.21,94.9,8.1,4.218176470588236,8.5,0.43187066974595845,1.9166666666666667
0,5.5,1,0,21,1,Atlanta Braves,32055,8.77,4,5.666666666666667,0.27,76.9,4.7,2.6435254237288137,9.0,0.31287128712871287,3.533333333333333
1,4.5,0,0,27,1,Colorado Rockies,33124,5.54,6,7.0,0.16,72.9,9.2,4.603538461538461,7.5,0.28610354223433243,1.5
