homeaway,line,hit,position,opp,cat,last10,last5,log,oppposrank,oppteam,gamescore,minutes,shots,spread
0,5.5,0,Small Forward,29,rebounds,0.5714285714285714,0.6,0.57,26,Okla City,188,-2.8,-1.8,16
1,1.5,1,Point Guard,4,steals,0.5,0.4,0.5,12,New York,206,0.4,-1.1,12
1,16.5,1,Point Guard,7,points,0.16666666666666666,0.2,0.01,11,New York,206,0.4,-1.1,12
1,2.5,0,Point Guard,16,3-pt,0.5,0.6,0.5,13,New York,206,0.4,-1.1,12
1,26.5,0,Point Guard,4,pra,0.16666666666666666,0.2,0.17,8,New York,206,0.4,-1.1,12
1,3.5,0,Point Guard,3,rebounds,0.3333333333333333,0.2,0.33,6,New York,206,0.4,-1.1,12
1,6.5,0,Point Guard,15,assists,0.3333333333333333,0.4,0.33,9,New York,206,0.4,-1.1,12
0,14.5,0,Shooting Guard,8,points,0.0,0.0,0.0,1,Cleveland,230,0.6,0.8,2
0,2.5,0,Shooting Guard,12,3-pt,0.0,0.0,0.0,5,Cleveland,230,0.6,0.8,2
0,2.5,0,Shooting Guard,6,rebounds,0.16666666666666666,0.2,0.17,3,Cleveland,230,0.6,0.8,2
0,18.5,1,Guard,20,points,0.5714285714285714,0.8,0.0,10,Denver,240,2.1,1.4,2
0,2.5,1,Guard,18,3-pt,0.42857142857142855,0.6,0.43,8,Denver,240,2.1,1.4,2
0,23.5,1,Guard,25,pra,0.5714285714285714,0.8,0.57,11,Denver,240,2.1,1.4,2
0,3.5,0,Guard,13,rebounds,0.2857142857142857,0.4,0.29,21,Denver,240,2.1,1.4,2
0,0.5,0,Power Forward,2,blocks,0.3333333333333333,0.2,0.33,17,Minnesota,207,1.0,0.4,21
0,1.5,0,Power Forward,3,3-pt,0.8333333333333334,0.8,0.83,13,Minnesota,207,1.0,0.4,21
0,18.5,0,Power Forward,11,pra,0.3333333333333333,0.4,0.33,10,Minnesota,207,1.0,0.4,21
0,2.5,0,Power Forward,13,assists,0.5,0.6,0.5,3,Minnesota,207,1.0,0.4,21
0,5.5,0,Power Forward,10,rebounds,0.16666666666666666,0.2,0.17,15,Minnesota,207,1.0,0.4,21
0,9.5,0,Power Forward,12,points,0.16666666666666666,0.2,0.0,18,Minnesota,207,1.0,0.4,21
0,1.5,0,Small Forward,24,3-pt,0.6666666666666666,0.6,0.67,18,LA Clippers,217,-0.9,0.1,9
0,11.5,0,Small Forward,13,points,0.5,0.4,0.17,9,LA Clippers,217,-0.9,0.1,9
0,2.5,1,Small Forward,8,rebounds,0.8333333333333334,0.8,0.83,14,LA Clippers,217,-0.9,0.1,9
1,1.5,0,Center,7,blocks,0.16666666666666666,0.2,0.17,7,San Antonio,217,-0.2,-0.7,9
1,12.5,1,Center,1,rebounds,0.3333333333333333,0.4,0.33,16,San Antonio,217,-0.2,-0.7,9
1,16.5,1,Center,3,points,0.6666666666666666,0.6,0.2,22,San Antonio,217,-0.2,-0.7,9
0,0.5,0,Point Guard,6,steals,0.5,0.4,0.5,8,Brooklyn,210,-0.8,-0.6,2
0,1.5,0,Point Guard,5,3-pt,0.3333333333333333,0.4,0.33,2,Brooklyn,210,-0.8,-0.6,2
0,22.5,1,Point Guard,16,points,0.3333333333333333,0.4,0.03,17,Brooklyn,210,-0.8,-0.6,2
0,36.5,1,Point Guard,16,pra,0.3333333333333333,0.2,0.33,19,Brooklyn,210,-0.8,-0.6,2
0,5.5,0,Point Guard,15,rebounds,0.5,0.6,0.5,15,Brooklyn,210,-0.8,-0.6,2
0,8.5,1,Point Guard,21,assists,0.8333333333333334,0.8,0.83,16,Brooklyn,210,-0.8,-0.6,2
1,1.5,0,Power Forward,16,3-pt,0.5,0.4,0.5,10,New York,206,1.3,1.2,12
1,12.5,0,Power Forward,7,points,0.6666666666666666,0.8,0.03,17,New York,206,1.3,1.2,12
1,6.5,0,Power Forward,3,rebounds,0.6666666666666666,0.8,0.67,9,New York,206,1.3,1.2,12
1,0.5,1,Point Guard,15,steals,0.7142857142857143,0.8,0.71,20,LA Lakers,218,0.3,0.0,12
1,1.5,0,Point Guard,14,3-pt,0.7142857142857143,0.8,0.71,8,LA Lakers,218,0.3,0.0,12
1,17.5,1,Point Guard,24,points,0.5714285714285714,0.6,0.02,6,LA Lakers,218,0.3,0.0,12
1,25.5,1,Point Guard,19,pra,0.5714285714285714,0.4,0.57,6,LA Lakers,218,0.3,0.0,12
1,3.5,1,Point Guard,4,rebounds,0.8571428571428571,0.8,0.86,8,LA Lakers,218,0.3,0.0,12
1,4.5,0,Point Guard,26,assists,0.2857142857142857,0.4,0.29,20,LA Lakers,218,0.3,0.0,12
1,0.5,1,Power Forward,20,blocks,0.6666666666666666,0.8,0.67,8,Charlotte,207,3.1,-0.2,21
1,0.5,0,Power Forward,19,steals,0.6666666666666666,0.6,0.67,8,Charlotte,207,3.1,-0.2,21
1,1.5,0,Power Forward,20,3-pt,0.16666666666666666,0.2,0.17,9,Charlotte,207,3.1,-0.2,21
1,10.5,0,Power Forward,22,points,0.16666666666666666,0.2,0.0,14,Charlotte,207,3.1,-0.2,21
0,1.5,0,Forward,5,3-pt,0.14285714285714285,0.2,0.14,2,Brooklyn,210,1.5,0.8,2
0,10.5,0,Forward,16,points,0.2857142857142857,0.4,0.0,12,Brooklyn,210,1.5,0.8,2
0,4.5,1,Forward,15,rebounds,0.7142857142857143,0.8,0.71,11,Brooklyn,210,1.5,0.8,2
0,1.5,0,Center,30,blocks,0.2857142857142857,0.2,0.29,30,Denver,240,2.3,0.3,2
0,10.5,1,Center,13,rebounds,0.42857142857142855,0.6,0.43,29,Denver,240,2.3,0.3,2
0,14.5,1,Center,20,points,0.5714285714285714,0.6,0.02,25,Denver,240,2.3,0.3,2
0,28.5,1,Center,25,pra,0.5714285714285714,0.6,0.57,29,Denver,240,2.3,0.3,2
0,3.5,0,Center,30,assists,0.14285714285714285,0.2,0.14,22,Denver,240,2.3,0.3,2
0,0.5,1,Point Guard,2,steals,0.2,0.2,0.2,9,Houston,206,-1.5,-0.8,12
0,2.5,0,Point Guard,4,3-pt,0.6,0.6,0.6,12,Houston,206,-1.5,-0.8,12
0,28.5,1,Point Guard,5,points,0.2,0.2,0.0,23,Houston,206,-1.5,-0.8,12
0,3.5,0,Point Guard,22,rebounds,0.2,0.2,0.2,11,Houston,206,-1.5,-0.8,12
0,38.5,1,Point Guard,8,pra,0.2,0.2,0.2,14,Houston,206,-1.5,-0.8,12
0,6.5,1,Point Guard,1,assists,0.4,0.4,0.4,7,Houston,206,-1.5,-0.8,12
1,0.5,1,Center,14,blocks,0.7142857142857143,0.8,0.71,18,LA Lakers,218,-1.4,-0.4,12
1,10.5,1,Center,24,points,0.42857142857142855,0.4,0.15,11,LA Lakers,218,-1.4,-0.4,12
1,10.5,1,Center,4,rebounds,0.42857142857142855,0.4,0.43,25,LA Lakers,218,-1.4,-0.4,12
1,2.5,0,Center,26,assists,0.42857142857142855,0.2,0.43,25,LA Lakers,218,-1.4,-0.4,12
1,24.5,1,Center,19,pra,0.42857142857142855,0.4,0.43,18,LA Lakers,218,-1.4,-0.4,12
1,0.5,1,Shooting Guard,4,steals,0.5,0.6,0.5,23,New York,206,0.5,0.2,12
1,2.5,0,Shooting Guard,16,3-pt,0.8333333333333334,0.8,0.83,24,New York,206,0.5,0.2,12
1,22.5,0,Shooting Guard,7,points,0.6666666666666666,0.6,0.17,17,New York,206,0.5,0.2,12
1,3.5,0,Shooting Guard,15,assists,0.5,0.6,0.5,27,New York,206,0.5,0.2,12
1,30.5,0,Shooting Guard,4,pra,0.6666666666666666,0.8,0.67,16,New York,206,0.5,0.2,12
1,4.5,0,Shooting Guard,3,rebounds,0.5,0.6,0.5,10,New York,206,0.5,0.2,12
1,0.5,1,Small Forward,8,steals,0.8571428571428571,0.8,0.86,8,Boston,216,0.0,0.6,30
1,1.5,1,Small Forward,8,3-pt,0.14285714285714285,0.2,0.14,5,Boston,216,0.0,0.6,30
1,18.5,1,Small Forward,11,points,0.42857142857142855,0.6,0.0,2,Boston,216,0.0,0.6,30
1,31.5,1,Small Forward,10,pra,0.42857142857142855,0.6,0.43,4,Boston,216,0.0,0.6,30
1,4.5,0,Small Forward,7,assists,0.42857142857142855,0.6,0.43,25,Boston,216,0.0,0.6,30
1,8.5,1,Small Forward,12,rebounds,0.7142857142857143,0.8,0.71,19,Boston,216,0.0,0.6,30
0,1.5,0,Shooting Guard,18,steals,0.42857142857142855,0.6,0.43,22,Okla City,188,4.0,3.3,16
0,16.5,1,Shooting Guard,1,points,0.5714285714285714,0.8,0.0,6,Okla City,188,4.0,3.3,16
0,2.5,0,Shooting Guard,2,3-pt,0.42857142857142855,0.6,0.43,2,Okla City,188,4.0,3.3,16
0,25.5,1,Shooting Guard,2,pra,0.5714285714285714,0.8,0.57,9,Okla City,188,4.0,3.3,16
0,4.5,1,Shooting Guard,9,assists,0.42857142857142855,0.6,0.43,3,Okla City,188,4.0,3.3,16
0,4.5,1,Shooting Guard,29,rebounds,0.7142857142857143,0.8,0.71,29,Okla City,188,4.0,3.3,16
1,1.5,1,Forward,11,3-pt,0.5,0.4,0.5,7,Orlando,188,-1.0,-0.1,16
1,18.5,1,Forward,6,points,0.5,0.6,0.03,15,Orlando,188,-1.0,-0.1,16
1,29.5,0,Forward,12,pra,0.5,0.6,0.5,18,Orlando,188,-1.0,-0.1,16
1,4.5,0,Forward,16,assists,0.5,0.6,0.5,18,Orlando,188,-1.0,-0.1,16
1,5.5,0,Forward,20,rebounds,0.6666666666666666,0.8,0.67,17,Orlando,188,-1.0,-0.1,16
1,1.5,0,Shooting Guard,20,steals,0.5,0.6,0.5,14,San Antonio,217,-0.3,-0.9,9
1,23.5,0,Shooting Guard,3,points,0.3333333333333333,0.2,0.17,14,San Antonio,217,-0.3,-0.9,9
1,3.5,0,Shooting Guard,25,3-pt,0.16666666666666666,0.2,0.17,16,San Antonio,217,-0.3,-0.9,9
1,39.5,0,Shooting Guard,1,pra,0.6666666666666666,0.6,0.67,7,San Antonio,217,-0.3,-0.9,9
1,5.5,1,Shooting Guard,1,rebounds,0.8333333333333334,0.8,0.83,4,San Antonio,217,-0.3,-0.9,9
1,9.5,0,Shooting Guard,3,assists,0.6666666666666666,0.8,0.67,8,San Antonio,217,-0.3,-0.9,9
0,1.5,1,Power Forward,5,3-pt,0.4,0.4,0.4,2,Brooklyn,210,-1.1,0.4,2
0,1.5,1,Power Forward,18,blocks,0.4,0.4,0.4,5,Brooklyn,210,-1.1,0.4,2
0,1.5,0,Power Forward,6,steals,0.4,0.4,0.4,9,Brooklyn,210,-1.1,0.4,2
0,19.5,0,Power Forward,16,points,0.4,0.4,0.01,12,Brooklyn,210,-1.1,0.4,2
0,5.5,0,Power Forward,15,rebounds,0.4,0.4,0.4,11,Brooklyn,210,-1.1,0.4,2
1,1.5,0,Center,1,blocks,0.42857142857142855,0.4,0.43,11,Milwaukee,230,-0.6,-0.4,2
1,12.5,1,Center,11,rebounds,0.2857142857142857,0.4,0.29,9,Milwaukee,230,-0.6,-0.4,2
1,15.5,0,Center,23,points,0.42857142857142855,0.4,0.02,6,Milwaukee,230,-0.6,-0.4,2
0,1.5,0,Forward,5,3-pt,0.5714285714285714,0.6,0.57,2,Brooklyn,210,0.1,-0.6,2
0,12.5,0,Forward,16,points,0.2857142857142857,0.4,0.0,12,Brooklyn,210,0.1,-0.6,2
0,4.5,1,Forward,15,rebounds,0.42857142857142855,0.6,0.43,11,Brooklyn,210,0.1,-0.6,2
0,1.5,1,Small Forward,26,steals,0.5714285714285714,0.8,0.57,10,Atlanta,216,2.8,0.2,30
0,3.5,1,Small Forward,30,3-pt,0.42857142857142855,0.4,0.43,28,Atlanta,216,2.8,0.2,30
0,30.5,0,Small Forward,28,points,0.5714285714285714,0.6,0.15,30,Atlanta,216,2.8,0.2,30
0,43.5,0,Small Forward,26,pra,0.42857142857142855,0.4,0.43,28,Atlanta,216,2.8,0.2,30
0,5.5,1,Small Forward,11,assists,0.2857142857142857,0.0,0.29,14,Atlanta,216,2.8,0.2,30
0,8.5,0,Small Forward,18,rebounds,0.2857142857142857,0.2,0.29,20,Atlanta,216,2.8,0.2,30
0,0.5,1,Small Forward,22,blocks,0.8571428571428571,0.8,0.86,7,New Orleans,218,-1.7,-1.2,18
0,18.5,0,Small Forward,19,points,0.42857142857142855,0.4,0.02,11,New Orleans,218,-1.7,-1.2,18
0,2.5,0,Small Forward,21,3-pt,0.2857142857142857,0.2,0.29,23,New Orleans,218,-1.7,-1.2,18
0,2.5,1,Small Forward,27,assists,0.14285714285714285,0.0,0.14,22,New Orleans,218,-1.7,-1.2,18
0,24.5,0,Small Forward,20,pra,0.42857142857142855,0.4,0.43,14,New Orleans,218,-1.7,-1.2,18
0,3.5,0,Small Forward,9,rebounds,0.5714285714285714,0.6,0.57,12,New Orleans,218,-1.7,-1.2,18
0,0.5,0,Forward,24,3-pt,0.5,0.4,0.5,4,LA Clippers,217,3.9,2.1,9
0,14.5,0,Forward,13,points,0.8333333333333334,0.8,0.2,2,LA Clippers,217,3.9,2.1,9
0,2.5,0,Forward,2,assists,0.8333333333333334,1.0,0.83,1,LA Clippers,217,3.9,2.1,9
0,24.5,0,Forward,5,pra,0.8333333333333334,0.8,0.83,1,LA Clippers,217,3.9,2.1,9
0,6.5,0,Forward,8,rebounds,0.6666666666666666,0.8,0.67,7,LA Clippers,217,3.9,2.1,9
1,0.5,1,Small Forward,27,3-pt,0.2,0.2,0.2,8,Sacramento,221,-0.3,-1.3,1
1,1.5,1,Small Forward,12,steals,0.6,0.6,0.6,1,Sacramento,221,-0.3,-1.3,1
1,18.5,1,Small Forward,17,points,0.4,0.4,0.05,8,Sacramento,221,-0.3,-1.3,1
1,29.5,1,Small Forward,14,pra,0.6,0.6,0.6,11,Sacramento,221,-0.3,-1.3,1
1,4.5,0,Small Forward,7,rebounds,0.4,0.4,0.4,4,Sacramento,221,-0.3,-1.3,1
1,5.5,1,Small Forward,20,assists,0.4,0.4,0.4,26,Sacramento,221,-0.3,-1.3,1
0,15.5,1,Power Forward,25,points,0.3333333333333333,0.4,0.01,28,Chicago,261,-0.4,-0.7,9
0,23.5,1,Power Forward,29,pra,0.8333333333333334,1.0,0.83,30,Chicago,261,-0.4,-0.7,9
0,6.5,1,Power Forward,27,rebounds,0.5,0.6,0.5,20,Chicago,261,-0.4,-0.7,9
1,1.5,1,Shooting Guard,14,steals,1.0,1.0,1.0,24,Golden State,237,-0.6,-0.7,13
1,2.5,0,Shooting Guard,1,3-pt,0.8,0.8,0.8,1,Golden State,237,-0.6,-0.7,13
1,2.5,0,Shooting Guard,25,rebounds,0.2,0.2,0.2,15,Golden State,237,-0.6,-0.7,13
1,21.5,1,Shooting Guard,2,points,0.6,0.6,0.21,2,Golden State,237,-0.6,-0.7,13
1,30.5,0,Shooting Guard,7,pra,0.6,0.6,0.6,2,Golden State,237,-0.6,-0.7,13
1,6.5,0,Shooting Guard,8,assists,0.2,0.2,0.2,1,Golden State,237,-0.6,-0.7,13
1,1.5,1,Point Guard,23,3-pt,0.2857142857142857,0.4,0.29,17,Portland,218,2.7,1.2,18
1,11.5,1,Point Guard,15,points,0.2857142857142857,0.4,0.0,24,Portland,218,2.7,1.2,18
1,21.5,1,Point Guard,21,pra,0.2857142857142857,0.4,0.29,25,Portland,218,2.7,1.2,18
1,3.5,0,Point Guard,26,rebounds,0.2857142857142857,0.4,0.29,18,Portland,218,2.7,1.2,18
1,5.5,1,Point Guard,25,assists,0.2857142857142857,0.4,0.29,17,Portland,218,2.7,1.2,18
1,1.5,0,Shooting Guard,22,3-pt,0.6666666666666666,0.8,0.67,21,Utah,261,-0.7,0.4,9
1,14.5,1,Shooting Guard,26,points,0.3333333333333333,0.4,0.03,25,Utah,261,-0.7,0.4,9
1,28.5,0,Shooting Guard,28,pra,0.5,0.6,0.5,27,Utah,261,-0.7,0.4,9
1,6.5,1,Shooting Guard,29,assists,0.5,0.6,0.5,23,Utah,261,-0.7,0.4,9
1,7.5,0,Shooting Guard,17,rebounds,0.3333333333333333,0.4,0.33,30,Utah,261,-0.7,0.4,9
0,1.5,0,Shooting Guard,3,3-pt,0.5,0.5,0.5,3,Minnesota,207,-1.0,-0.15,21
0,2.5,0,Shooting Guard,10,rebounds,0.25,0.25,0.25,18,Minnesota,207,-1.0,-0.15,21
0,6.5,1,Shooting Guard,12,points,0.5,0.5,0.07,7,Minnesota,207,-1.0,-0.15,21
0,1.5,0,Shooting Guard,4,3-pt,0.4,0.4,0.4,15,Houston,206,-0.2,0.1,12
0,10.5,0,Shooting Guard,22,rebounds,0.4,0.4,0.4,24,Houston,206,-0.2,0.1,12
0,12.5,0,Shooting Guard,5,points,0.6,0.6,0.05,15,Houston,206,-0.2,0.1,12
0,27.5,0,Shooting Guard,8,pra,0.6,0.6,0.6,19,Houston,206,-0.2,0.1,12
0,4.5,1,Shooting Guard,1,assists,0.2,0.2,0.2,18,Houston,206,-0.2,0.1,12
0,0.5,0,Point Guard,26,steals,0.2857142857142857,0.2,0.29,21,Atlanta,216,2.6,0.7,30
0,1.5,1,Point Guard,30,3-pt,0.7142857142857143,0.8,0.71,24,Atlanta,216,2.6,0.7,30
0,13.5,1,Point Guard,28,points,0.42857142857142855,0.4,0.14,30,Atlanta,216,2.6,0.7,30
0,23.5,0,Point Guard,26,pra,0.42857142857142855,0.4,0.43,28,Atlanta,216,2.6,0.7,30
0,4.5,0,Point Guard,11,assists,0.14285714285714285,0.2,0.14,8,Atlanta,216,2.6,0.7,30
0,4.5,0,Point Guard,18,rebounds,0.2857142857142857,0.4,0.29,24,Atlanta,216,2.6,0.7,30
0,1.5,1,Forward,24,3-pt,0.3333333333333333,0.2,0.33,4,LA Clippers,217,-2.2,-1.4,9
0,3.5,1,Forward,8,rebounds,0.8333333333333334,0.8,0.83,7,LA Clippers,217,-2.2,-1.4,9
0,8.5,1,Forward,13,points,0.3333333333333333,0.2,0.19,2,LA Clippers,217,-2.2,-1.4,9
1,1.5,0,Power Forward,20,3-pt,0.5,0.6,0.5,9,Charlotte,207,1.5,1.4,21
1,21.5,0,Power Forward,22,points,0.5,0.6,0.03,14,Charlotte,207,1.5,1.4,21
1,35.5,0,Power Forward,22,pra,0.5,0.6,0.5,7,Charlotte,207,1.5,1.4,21
1,5.5,0,Power Forward,18,assists,0.3333333333333333,0.4,0.33,14,Charlotte,207,1.5,1.4,21
1,8.5,0,Power Forward,19,rebounds,0.3333333333333333,0.2,0.33,5,Charlotte,207,1.5,1.4,21
1,0.5,1,Center,28,blocks,0.5,0.6,0.5,29,Philadelphia,234,-1.1,0.1,2
1,2.5,0,Center,23,assists,0.16666666666666666,0.2,0.17,20,Philadelphia,234,-1.1,0.1,2
1,20.5,1,Center,23,pra,0.3333333333333333,0.2,0.33,14,Philadelphia,234,-1.1,0.1,2
1,8.5,1,Center,21,points,0.5,0.4,0.17,13,Philadelphia,234,-1.1,0.1,2
1,9.5,1,Center,24,rebounds,0.3333333333333333,0.4,0.33,15,Philadelphia,234,-1.1,0.1,2
0,1.5,0,Center,4,3-pt,0.6,0.6,0.6,19,Houston,206,-0.4,-0.5,12
0,10.5,1,Center,22,rebounds,0.6,0.6,0.6,19,Houston,206,-0.4,-0.5,12
0,2.5,0,Center,1,assists,0.6,0.6,0.6,16,Houston,206,-0.4,-0.5,12
0,21.5,0,Center,5,points,0.2,0.2,0.0,24,Houston,206,-0.4,-0.5,12
0,35.5,1,Center,8,pra,0.6,0.6,0.6,22,Houston,206,-0.4,-0.5,12
0,14.5,0,Small Forward,4,points,0.3333333333333333,0.2,0.17,17,Miami,221,-1.3,-0.7,1
0,2.5,0,Small Forward,17,3-pt,0.16666666666666666,0.0,0.17,21,Miami,221,-1.3,-0.7,1
0,6.5,0,Small Forward,23,rebounds,0.6666666666666666,0.6,0.67,2,Miami,221,-1.3,-0.7,1
0,1.5,0,Small Forward,24,3-pt,0.16666666666666666,0.2,0.17,18,LA Clippers,217,0.3,1.0,9
0,13.5,0,Small Forward,13,points,0.3333333333333333,0.4,0.03,9,LA Clippers,217,0.3,1.0,9
0,4.5,1,Small Forward,8,rebounds,0.6666666666666666,0.8,0.67,14,LA Clippers,217,0.3,1.0,9
0,1.5,0,Shooting Guard,19,3-pt,0.6,0.6,0.6,12,Phoenix,234,0.0,1.1,2
0,14.5,0,Shooting Guard,14,points,0.4,0.4,0.24,18,Phoenix,234,0.0,1.1,2
0,4.5,0,Shooting Guard,16,rebounds,0.4,0.4,0.4,20,Phoenix,234,0.0,1.1,2
0,1.5,0,Shooting Guard,2,3-pt,0.42857142857142855,0.4,0.43,2,Okla City,188,0.9,-0.2,16
0,2.5,1,Shooting Guard,29,rebounds,0.14285714285714285,0.2,0.14,29,Okla City,188,0.9,-0.2,16
0,8.5,0,Shooting Guard,1,points,0.14285714285714285,0.0,0.02,6,Okla City,188,0.9,-0.2,16
1,0.5,0,Power Forward,7,steals,0.5,0.4,0.5,30,Philadelphia,234,-0.7,-0.3,2
1,1.5,0,Power Forward,28,blocks,0.3333333333333333,0.4,0.33,30,Philadelphia,234,-0.7,-0.3,2
1,2.5,0,Power Forward,9,3-pt,0.3333333333333333,0.4,0.33,25,Philadelphia,234,-0.7,-0.3,2
1,25.5,1,Power Forward,21,points,0.5,0.6,0.03,27,Philadelphia,234,-0.7,-0.3,2
1,3.5,1,Power Forward,23,assists,0.5,0.6,0.5,29,Philadelphia,234,-0.7,-0.3,2
1,34.5,1,Power Forward,23,pra,0.5,0.6,0.5,29,Philadelphia,234,-0.7,-0.3,2
1,6.5,0,Power Forward,24,rebounds,0.6666666666666666,0.6,0.67,23,Philadelphia,234,-0.7,-0.3,2
1,10.5,0,Guard,3,points,0.16666666666666666,0.2,0.0,14,San Antonio,217,0.2,0.1,9
0,17.5,1,Guard,25,points,0.0,0.0,0.0,21,Chicago,261,-1.1,-1.1,9
0,2.5,1,Guard,10,3-pt,0.3333333333333333,0.4,0.33,23,Chicago,261,-1.1,-1.1,9
0,27.5,1,Guard,29,pra,0.0,0.0,0.0,18,Chicago,261,-1.1,-1.1,9
0,3.5,0,Guard,27,rebounds,0.5,0.6,0.5,17,Chicago,261,-1.1,-1.1,9
0,6.5,1,Guard,28,assists,0.5,0.4,0.5,9,Chicago,261,-1.1,-1.1,9
1,14.5,1,Shooting Guard,27,points,0.5,0.4,0.2,9,Indiana,261,0.0,-0.1,7
1,2.5,1,Shooting Guard,15,3-pt,0.5,0.4,0.5,9,Indiana,261,0.0,-0.1,7
1,3.5,0,Shooting Guard,21,rebounds,0.5,0.4,0.5,2,Indiana,261,0.0,-0.1,7
1,5.5,1,Guard,3,points,0.8333333333333334,1.0,0.03,14,San Antonio,217,-0.2,-0.3,9
0,1.5,0,Forward,10,3-pt,0.4,0.4,0.4,18,Chicago,261,-0.4,-0.1,9
0,5.5,0,Forward,27,rebounds,0.4,0.4,0.4,20,Chicago,261,-0.4,-0.1,9
0,9.5,0,Forward,25,points,0.4,0.4,0.01,28,Chicago,261,-0.4,-0.1,9
1,0.5,0,Point Guard,9,steals,0.8333333333333334,0.8,0.83,6,Indiana,261,1.0,-0.3,7
1,2.5,1,Point Guard,15,3-pt,0.6666666666666666,0.6,0.67,20,Indiana,261,1.0,-0.3,7
1,24.5,1,Point Guard,27,points,0.3333333333333333,0.4,0.0,26,Indiana,261,1.0,-0.3,7
1,34.5,1,Point Guard,24,pra,0.5,0.6,0.5,22,Indiana,261,1.0,-0.3,7
1,4.5,0,Point Guard,5,assists,0.6666666666666666,0.8,0.67,3,Indiana,261,1.0,-0.3,7
1,4.5,1,Point Guard,21,rebounds,0.3333333333333333,0.4,0.33,16,Indiana,261,1.0,-0.3,7
0,1.5,0,Point Guard,23,steals,0.3333333333333333,0.4,0.33,27,Minnesota,207,0.6,1.5,21
0,24.5,0,Point Guard,12,points,0.8333333333333334,0.8,0.2,3,Minnesota,207,0.6,1.5,21
0,3.5,0,Point Guard,3,3-pt,0.8333333333333334,0.8,0.83,26,Minnesota,207,0.6,1.5,21
0,36.5,0,Point Guard,11,pra,0.8333333333333334,0.8,0.83,3,Minnesota,207,0.6,1.5,21
0,4.5,0,Point Guard,10,rebounds,0.5,0.4,0.5,3,Minnesota,207,0.6,1.5,21
0,6.5,0,Point Guard,13,assists,0.3333333333333333,0.2,0.33,30,Minnesota,207,0.6,1.5,21
0,0.5,0,Small Forward,6,blocks,0.3333333333333333,0.2,0.33,3,Detroit,218,-0.9,-0.1,12
0,1.5,0,Small Forward,13,3-pt,0.6666666666666666,0.8,0.67,14,Detroit,218,-0.9,-0.1,12
0,1.5,1,Small Forward,29,steals,0.0,0.0,0.0,27,Detroit,218,-0.9,-0.1,12
0,23.5,0,Small Forward,10,points,0.5,0.6,0.01,19,Detroit,218,-0.9,-0.1,12
0,38.5,1,Small Forward,3,pra,0.3333333333333333,0.4,0.33,17,Detroit,218,-0.9,-0.1,12
0,6.5,1,Small Forward,2,rebounds,0.16666666666666666,0.2,0.17,23,Detroit,218,-0.9,-0.1,12
0,7.5,1,Small Forward,12,assists,0.6666666666666666,0.8,0.67,21,Detroit,218,-0.9,-0.1,12
1,1.5,1,Guard,11,3-pt,0.3333333333333333,0.4,0.33,10,Orlando,188,-0.3,0.5,16
1,10.5,0,Guard,6,points,0.5,0.6,0.01,16,Orlando,188,-0.3,0.5,16
1,3.5,0,Guard,20,rebounds,0.5,0.6,0.5,19,Orlando,188,-0.3,0.5,16
1,1.5,1,Point Guard,9,steals,0.16666666666666666,0.2,0.17,6,Indiana,261,-0.9,-0.1,7
1,2.5,1,Point Guard,15,3-pt,0.6666666666666666,0.6,0.67,20,Indiana,261,-0.9,-0.1,7
1,31.5,1,Point Guard,27,points,0.3333333333333333,0.4,0.03,26,Indiana,261,-0.9,-0.1,7
1,47.5,1,Point Guard,24,pra,0.3333333333333333,0.4,0.33,22,Indiana,261,-0.9,-0.1,7
1,7.5,1,Point Guard,5,assists,0.5,0.4,0.5,3,Indiana,261,-0.9,-0.1,7
1,8.5,0,Point Guard,21,rebounds,0.6666666666666666,0.6,0.67,16,Indiana,261,-0.9,-0.1,7
1,5.5,0,Center,24,rebounds,0.6666666666666666,0.8,0.67,15,Philadelphia,234,0.9,0.1,2
1,19.5,0,Small Forward,30,points,0.3333333333333333,0.4,0.0,18,Toronto,240,0.8,-0.9,2
1,2.5,1,Small Forward,7,3-pt,0.6666666666666666,0.6,0.67,16,Toronto,240,0.8,-0.9,2
1,6.5,1,Small Forward,5,rebounds,0.5,0.4,0.5,6,Toronto,240,0.8,-0.9,2
0,0.5,0,Small Forward,23,blocks,0.6,0.6,0.6,16,Houston,206,-0.6,0.0,12
0,1.5,0,Small Forward,2,steals,0.6,0.6,0.6,7,Houston,206,-0.6,0.0,12
0,16.5,0,Small Forward,5,points,0.6,0.6,0.05,3,Houston,206,-0.6,0.0,12
0,2.5,1,Small Forward,4,3-pt,0.4,0.4,0.4,4,Houston,206,-0.6,0.0,12
0,24.5,0,Small Forward,8,pra,0.8,0.8,0.8,1,Houston,206,-0.6,0.0,12
0,3.5,0,Small Forward,1,assists,0.4,0.4,0.4,2,Houston,206,-0.6,0.0,12
0,4.5,0,Small Forward,22,rebounds,0.4,0.4,0.4,7,Houston,206,-0.6,0.0,12
1,1.5,1,Point Guard,20,3-pt,0.6666666666666666,0.8,0.67,19,Charlotte,207,0.7,-0.1,21
1,17.5,1,Point Guard,22,pra,0.3333333333333333,0.4,0.33,21,Charlotte,207,0.7,-0.1,21
1,3.5,1,Point Guard,19,rebounds,0.3333333333333333,0.2,0.33,14,Charlotte,207,0.7,-0.1,21
1,4.5,0,Point Guard,18,assists,0.5,0.6,0.5,19,Charlotte,207,0.7,-0.1,21
